pokemonID,name,text,type
bw4-101,Cursed Shadow,"Once during your turn (before your attack), if this Pokémon is your Active Pokémon, you may put 3 damage counters on your opponent's Pokémon in any way you like.",Ability,bw4-101
bw4-103,Dark Aura,All Energy attached to this Pokémon are Darkness Energy instead of their usual type.,Ability,bw4-103
bw5-3,Floral Fragrance,"Once during your turn (before your attack), you may search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.",Ability,bw5-3
bw5-22,Scorching Scales,Put 4 damage counters instead of 2 on your opponent's Burned Pokémon between turns.,Ability,bw5-22
bw5-24,Airhead,"If you have 2, 4, or 6 Prize Cards left, this Pokémon can't attack.",Ability,bw5-24
bw5-29,Diving Draw,"Once during your turn (before your attack), you may discard 1 card from your hand. If you do, draw 2 cards.",Ability,bw5-29
bw5-48,Solar Revelation,"Prevent all effects of your opponent's attacks, except damage, done to each of your Pokémon that has any Energy attached to it.",Ability,bw5-48
bw5-53,Ancient Scream,Your Pokémon's attacks do 10 more damage to the Active Pokémon (before applying Weakness and Resistance).,Ability,bw5-53
bw5-63,Dark Cloak,Each of your Pokémon that has any Darkness Energy attached to it has no Retreat Cost.,Ability,bw5-63
bw5-82,Softboiled,"Once during your turn (before your attack), you may flip a coin. If heads, heal 30 damage from your Active Pokémon.",Ability,bw5-82
bw5-107,Dark Cloak,Each of your Pokémon that has any Darkness Energy attached to it has no Retreat Cost.,Ability,bw5-107
bw5-109,Psychic Mirage,Each basic Psychic Energy attached to your Psychic Pokémon provides PsychicPsychic Energy. You can't apply more than 1 Psychic Mirage Ability at a time.,Ability,bw5-109
bw5-110,Ancient Power,Each play can't play any Pokémon from his or her hand to evolve his or her Pokémon.,Ability,bw5-110
bw6-3,Leave It to the Wind,"Once during your turn (before your attack), you may return this Pokémon and all cards attached to it to your hand.",Ability,bw6-3
bw6-11,Cast-off Shell,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may search your deck for Shedinja and put it onto your Bench. Shuffle your deck afterward.",Ability,bw6-11
bw6-15,Le Parfum,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may search your deck for any card and put it into your hand. Shuffle your deck afterward.",Ability,bw6-15
bw6-19,Bright Look,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may switch 1 of your opponent's Benched Pokémon with his or her Active Pokémon.",Ability,bw6-19
bw6-22,Rebirth,"Once during your turn (before your attack), if this Pokémon is in your discard pile, you may flip a coin. If heads, put this Pokémon onto your Bench and attach 3 different types of basic Energy cards from the discard pile to this Pokémon.",Ability,bw6-22
bw6-40,Electromagnetic Wall,"As long as this Pokémon is your Active Pokémon, whenever your opponent attaches an Energy from his or her hand to 1 of his or her Pokémon, put 3 damage counters on that Pokémon.",Ability,bw6-40
bw6-46,Versatile,This Pokémon can use the attacks of any Pokémon in play (both yours and your opponent's). (You still need the necessary Energy to use each attack.),Ability,bw6-46
bw6-48,Empty Shell,"If this Pokémon is Knocked Out, your opponent can't take any Prize cards for it.",Ability,bw6-48
bw6-52,Safeguard,"Prevent all effects of attacks, including damage, done to this Pokémon by Pokémon-EX.",Ability,bw6-52
bw6-54,Garbotoxin,"If this Pokémon has a Pokémon Tool card attached to it, each Pokémon in play, in each player's hand, and in each player's discard pile has no Abilities (except for Garbotoxin).",Ability,bw6-54
bw6-80,Toppling Wind,"When you play this Pokémon from your hand to evolve 1 of your Pokémon, you may discard the top 3 cards of your opponent's deck.",Ability,bw6-80
bw6-84,Fight Song,Your Dragon Pokémon's attacks do 20 more damage to the Active Pokémon (before applying Weakness and Resistance).,Ability,bw6-84
bw6-89,Dragon Call,"Once during your turn (before your attack), you may search your deck for a Dragon Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward.",Ability,bw6-89
bw6-97,Dark Trance,"As often as you like during your turn (before your attack), you may move a Darkness Energy attached to 1 of your Pokémon to another of your Pokémon.",Ability,bw6-97
bw6-103,Unobservant,"If your opponent's Active Pokémon is a Basic Pokémon, this Pokémon can't attack.",Ability,bw6-103
bw6-110,Bouffer,Any damage done to this Pokémon by attacks is reduced by 20 (after applying Weakness and Resistance).,Ability,bw6-110
bw6-119,Rebirth,"Once during your turn (before your attack), if this Pokémon is in your discard pile, you may flip a coin. If heads, put this Pokémon onto your Bench and attach 3 different types of basic Energy cards from the discard pile to this Pokémon.",Ability,bw6-119
bw6-120,Versatile,This Pokémon can use the attacks of any Pokémon in play (both yours and your opponent's). (You still need the necessary Energy to use each attack.),Ability,bw6-120
bw6-125,Royal Heal,"At any times between turns, heal 10 damage from each of your Pokémon.",Ability,bw6-125
bw6-126,Damage Swap,"As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your Pokémon to another of your Pokémon.",Ability,bw6-126
bw7-3,Allergy Panic,Apply Weakness for each Pokémon (both yours and your opponent's) as ×4 instead.,Ability,bw7-3
bw7-9,Time Recall,Each of your evolved Pokémon can use any attack from its previous Evolutions. (You still need the necessary Energy to use each attack.),Ability,bw7-9
bw7-29,Shell Shield,"As along as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's).",Ability,bw7-29
bw7-31,Deluge,"As often as you like during your turn (before your attack), you may attach a Water Energy card from your hand to 1 of your Pokémon.",Ability,bw7-31
bw7-45,Stickiness,The Retreat Cost of each of your opponent's Pokémon in play is Colorless more.,Ability,bw7-45
bw7-49,Rush In,"Once during your turn (before your attack), if this Pokémon is on your Bench, you may switch this Pokémon with your Active Pokémon.",Ability,bw7-49
bw7-63,Sinister Hand,"As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your opponent's Pokémon to another of your opponent's Pokémon.",Ability,bw7-63
bw7-67,Sparkling Particles,"At any time between turns, heal 10 damage from this Pokémon.",Ability,bw7-67
bw7-68,Long-Distance Hypnosis,"Once during your turn (before your attack), you may flip a coin. If heads, your opponent's Active Pokémon is now Asleep. If tails, your Active Pokémon is now Asleep.",Ability,bw7-68
bw7-72,Poison Point,"If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Poisoned.",Ability,bw7-72
bw7-73,Poison Point,"If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), this Attacking Pokémon is now Poisoned.",Ability,bw7-73
bw7-74,Poison Point,"If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), this Attacking Pokémon is now Poisoned.",Ability,bw7-74
bw7-85,Sturdy,"If this Pokémon has full HP and would be Knocked Out by damage from an attack, this Pokémon is not Knocked Out and its remaining HP becomes 10 instead.",Ability,bw7-85
bw7-99,Sand Slammer,"At any time between turns, if this Pokémon is your Active Pokémon, put 1 damage counter on each of your opponent's Pokémon.",Ability,bw7-99
bw7-108,Transform,"During your turn (before your attack), you may put a Basic Pokémon from your hand on top of this Pokémon. (This does not count as playing that Pokémon or evolving.) This Pokémon is now that Pokémon. (Any cards attached to this Pokémon, damage counters, Special Conditions, turns in play, and any other effects remain on the new Pokémon.)",Ability,bw7-108
bw7-122,Sentinel,"As long as this Pokémon is your Active Pokémon, your opponent can't play any Supporter cards from his or her hand.",Ability,bw7-122
bw7-126,Busybody,"Once during your turn (before your attack), if this Pokémon is in your hand, you may reveal it. If you do, heal 10 damage and remove a Special Condition from your Active Pokémon. Then, discard this Pokémon.",Ability,bw7-126
bw7-141,Time Recall,Each of your evolved Pokémon can use any attack from its previous Evolutions. (You still need the necessary Energy to use each attack.),Ability,bw7-141
bw7-142,Rush In,"Once during your turn (before your attack), if this Pokémon is on your Bench, you may switch this Pokémon with your Active Pokémon.",Ability,bw7-142
bw7-143,Sparkling Particles,"At any time between turns, heal 10 damage from this Pokémon.",Ability,bw7-143
bw7-152,Fight Song,Your Dragon Pokémon's attacks do 20 more damage to the Active Pokémon (before applying Weakness and Resistance).,Ability,bw7-152
bw8-7,Fair-Weather Heal,"Once during your turn (before your attack), you may heal 20 damage from 1 of your Pokémon that has any Grass Energy attached to it.",Ability,bw8-7
bw8-22,Freefloating,"If this Pokémon has no Energy attached to it, this Pokémon has no Retreat Cost.",Ability,bw8-22
bw8-31,Rain Dish,"At any times between turns, heal 20 damage from this Pokémon.",Ability,bw8-31
bw8-33,Rough Skin,"If this Pokémon is your Active Pokémon and is damaged by an opponent's attack (even if this Pokémon is Knocked Out), put 2 damage counters on the Attacking Pokémon.",Ability,bw8-33
bw8-34,Final Wish,"When this Pokémon is Knocked Out by damage from an opponent's attack, search your deck for a card and put it into your hand. Shuffle your deck afterward.",Ability,bw8-34
bw8-39,Spiteful Spirit,"If this Pokémon is your Active Pokémon and is Knocked Out by damage from an opponent's attack, the Attacking Pokémon is now Confused and Poisoned.",Ability,bw8-39
bw8-46,Dual Brains,"During your turn, you may play 2 Supporter cards.",Ability,bw8-46
bw8-53,Free Flight,"If this Pokémon has no Energy attached to it, this Pokémon has no Retreat Cost.",Ability,bw8-53
bw8-55,Night Sight,"Once during your turn (before your attack), you may draw a card.",Ability,bw8-55
bw8-58,Aftermath,"When this Pokémon is Knocked Out by damage from an opponent's attack, discard the top 3 cards of your opponent's deck.",Ability,bw8-58
bw8-73,Premonition,"Once during your turn (before your attack), you may look at the top 2 cards of your deck and put them back on top of your deck in any order.",Ability,bw8-73
bw8-78,Dual Armor,"If this Pokémon has any Metal Energy attached to it, this Pokémon's type is both Fighting and Metal.",Ability,bw8-78
bw8-90,Plasma Steel,Prevent all damage done to your Metal Pokémon by attacks from your opponent's Pokémon-EX.,Ability,bw8-90
