id,name,nationalPokedexNumbers,level,hp,type1,type2,evolvesFrom,weaknessColor,weaknessModifier,ability_name,ability_text,ability_type
base4-84,Onix,[95],12,90,Fighting,,,Grass,×2,,,
base4-85,Paras,[46],8,40,Grass,,,Fire,×2,,,
base4-86,Pidgey,[16],8,40,Colorless,,,Lightning,×2,,,
base4-87,Pikachu,[25],12,40,Lightning,,,Fighting,×2,,,
base4-88,Poliwag,[60],13,40,Water,,,Grass,×2,,,
base4-89,Rattata,[19],9,30,Colorless,,,Fighting,×2,,,
base4-90,Rhyhorn,[111],18,70,Fighting,,,Grass,×2,,,
base4-91,Sandshrew,[27],12,40,Fighting,,,Grass,×2,,,
base4-92,Spearow,[21],13,50,Colorless,,,Lightning,×2,,,
base4-93,Squirtle,[7],8,40,Water,,,Lightning,×2,,,
base4-94,Starmie,[121],28,60,Water,,Staryu,Lightning,×2,,,
base4-95,Staryu,[120],15,40,Water,,,Lightning,×2,,,
base4-96,Tangela,[114],8,50,Grass,,,Fire,×2,,,
base4-97,Venonat,[48],12,40,Grass,,,Fire,×2,,,
base4-98,Voltorb,[100],10,40,Lightning,,,Fighting,×2,,,
base4-99,Vulpix,[37],11,50,Fire,,,Water,×2,,,
base4-100,Weedle,[13],12,40,Grass,,,Fire,×2,,,
base5-1,Dark Alakazam,[65],30,60,Psychic,,Dark Kadabra,Psychic,×2,,,
base5-2,Dark Arbok,[24],25,60,Grass,,Ekans,Psychic,×2,,,
base5-3,Dark Blastoise,[9],28,70,Water,,Dark Wartortle,Lightning,×2,,,
base5-4,Dark Charizard,[6],38,80,Fire,,Dark Charmeleon,Water,×2,,,
base5-5,Dark Dragonite,[149],33,70,Colorless,,Dark Dragonair,,,Summon Minions,"When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",Pokémon Power
base5-6,Dark Dugtrio,[51],18,50,Fighting,,Diglett,Grass,×2,Sinkhole,"Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. (Don't apply Weakness and Resistance.) This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-7,Dark Golbat,[42],25,50,Grass,,Zubat,Psychic,×2,Sneak Attack,"When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",Pokémon Power
base5-8,Dark Gyarados,[130],31,70,Water,,Magikarp,Grass,×2,Final Beam,"When Dark Gyarados is Knocked Out by an attack, flip a coin. If heads, this power does 20 damage for each Water Energy attached to Dark Gyarados to the Pokémon that Knocked Out Dark Gyarados. Apply Weakness and Resistance. This power doesn't work if Dark Gyarados is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-9,Dark Hypno,[97],26,60,Psychic,,Drowzee,Psychic,×2,,,
base5-10,Dark Machamp,[68],30,70,Fighting,,Dark Machoke,Psychic,×2,,,
base5-11,Dark Magneton,[82],26,60,Lightning,,Magnemite,Fighting,×2,,,
base5-12,Dark Slowbro,[80],27,60,Psychic,,Slowpoke,Psychic,×2,Reel In,"When you play Dark Slowbro from your hand, choose up to 3 Basic Pokémon and/or Evolution cards from your discard pile and put them into your hand.",Pokémon Power
base5-13,Dark Vileplume,[45],29,60,Grass,,Dark Gloom,Fire,×2,Hay Fever,"No Trainer cards can be played. This power stops working while Dark Vileplume is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-14,Dark Weezing,[110],24,60,Grass,,Koffing,Psychic,×2,,,
base5-18,Dark Alakazam,[65],30,60,Psychic,,Dark Kadabra,Psychic,×2,,,
base5-19,Dark Arbok,[24],25,60,Grass,,Ekans,Psychic,×2,,,
base5-20,Dark Blastoise,[9],28,70,Water,,Dark Wartortle,Lightning,×2,,,
base5-21,Dark Charizard,[6],38,80,Fire,,Dark Charmeleon,Water,×2,,,
base5-22,Dark Dragonite,[149],33,70,Colorless,,Dark Dragonair,,,Summon Minions,"When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",Pokémon Power
base5-23,Dark Dugtrio,[51],18,50,Fighting,,Diglett,Grass,×2,Sinkhole,"Whenever your opponent's Active Pokémon retreats, your opponent flips a coin. If tails, this power does 20 damage to that Pokémon. (Don't apply Weakness and Resistance.) This power stops working while Dark Dugtrio is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-24,Dark Golbat,[42],25,50,Grass,,Zubat,Psychic,×2,Sneak Attack,"When you play Dark Golbat from your hand, you may choose 1 of your opponent's Pokémon. If you do, Dark Golbat does 10 damage to that Pokémon. Apply Weakness and Resistance.",Pokémon Power
base5-25,Dark Gyarados,[130],31,70,Water,,Magikarp,Grass,×2,Final Beam,"When Dark Gyarados is Knocked Out by an attack, flip a coin. If heads, this power does 20 damage for each Water Energy attached to Dark Gyarados to the Pokémon that Knocked Out Dark Gyarados. Apply Weakness and Resistance. This power doesn't work if Dark Gyarados is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-26,Dark Hypno,[97],26,60,Psychic,,Drowzee,Psychic,×2,,,
base5-27,Dark Machamp,[68],30,70,Fighting,,Dark Machoke,Psychic,×2,,,
base5-28,Dark Magneton,[82],26,60,Lightning,,Magnemite,Fighting,×2,,,
base5-29,Dark Slowbro,[80],27,60,Psychic,,Slowpoke,Psychic,×2,Reel In,"When you play Dark Slowbro from your hand, choose up to 3 Basic Pokémon and/or Evolution cards from your discard pile and put them into your hand.",Pokémon Power
base5-30,Dark Vileplume,[45],29,60,Grass,,Dark Gloom,Fighting,×2,Hay Fever,"No Trainer cards can be played. This power stops working while Dark Vileplume is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-31,Dark Weezing,[110],24,60,Grass,,Koffing,Psychic,×2,,,
base5-32,Dark Charmeleon,[5],23,50,Fire,,Charmander,Water,×2,,,
base5-33,Dark Dragonair,[148],28,60,Colorless,,Dratini,,,Evolutionary Light,"Once during your turn (before your attack), you may search your deck for an Evolution card. Show it to your opponent and put it into your hand. Shuffle your deck afterward. This power can't be used if Dark Dragonair is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-34,Dark Electrode,[101],24,60,Lightning,,Voltorb,Fighting,×2,,,
base5-35,Dark Flareon,[136],23,50,Fire,,Eevee,Water,×2,,,
base5-36,Dark Gloom,[44],21,50,Grass,,Oddish,Fire,×2,Pollen Stench,"Once during your turn (before your attack), you may flip a coin. If heads, the Defending Pokémon is now Confused; if tails, your Active Pokémon is now Confused. This power can't be used if Dark Gloom is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-37,Dark Golduck,[55],23,60,Water,,Psyduck,Lightning,×2,,,
base5-38,Dark Jolteon,[135],23,50,Lightning,,Eevee,Fighting,×2,,,
base5-39,Dark Kadabra,[64],24,50,Psychic,,Abra,Psychic,×2,Matter Exchange,"Once during your turn (before your attack), you may discard a card from your hand in order to draw a card. This power can't be used if Dark Kadabra is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-40,Dark Machoke,[67],28,60,Fighting,,Machop,Psychic,×2,,,
base5-41,Dark Muk,[89],25,60,Grass,,Grimer,Psychic,×2,Sticky Goo,"As long as Dark Muk is your Active Pokémon, your opponent pays ColorlessColorless more to retreat his or her Active Pokémon. This power stops working while Dark Muk is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-42,Dark Persian,[53],28,60,Colorless,,Meowth,Fighting,×2,,,
base5-43,Dark Primeape,[57],23,60,Fighting,,Mankey,Psychic,×2,Frenzy,"If Dark Primeape does any damage while it's Confused (even to itself), it does 30 more damage.",Pokémon Power
base5-44,Dark Rapidash,[78],24,60,Fire,,Ponyta,Water,×2,,,
base5-45,Dark Vaporeon,[134],28,60,Water,,Eevee,Lightning,×2,,,
base5-46,Dark Wartortle,[8],21,60,Water,,Squirtle,Lightning,×2,,,
base5-47,Magikarp,[129],6,30,Water,,,Lightning,×2,,,
base5-48,Porygon,[137],26,40,Colorless,,,Fighting,×2,,,
base5-49,Abra,[63],14,40,Psychic,,,Psychic,×2,,,
base5-50,Charmander,[4],9,40,Fire,,,Water,×2,Gather Fire,"Once during your turn (before your attack), you may take 1 Fire Energy card attached to 1 of your other Pokémon and attach it to Charmander. This power can't be used if Charmander is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-51,Dark Raticate,[20],25,50,Colorless,,Rattata,Fighting,×2,,,
base5-52,Diglett,[50],15,40,Fighting,,,Grass,×2,,,
base5-53,Dratini,[147],12,40,Colorless,,,,,,,
base5-54,Drowzee,[96],10,50,Psychic,,,Psychic,×2,Long-Distance Hypnosis,"Once during your turn (before your attack), you may flip a coin. If heads, the Defending Pokémon is now Asleep; if tails, your Active Pokémon is now Asleep. This power can't be used if Drowzee is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-55,Eevee,[133],9,40,Colorless,,,Fighting,×2,,,
base5-56,Ekans,[23],15,50,Grass,,,Psychic,×2,,,
base5-57,Grimer,[88],10,40,Grass,,,Psychic,×2,,,
base5-58,Koffing,[109],12,40,Grass,,,Psychic,×2,,,
base5-59,Machop,[66],24,50,Fighting,,,Psychic,×2,,,
base5-60,Magnemite,[81],12,40,Lightning,,,Fighting,×2,,,
base5-61,Mankey,[56],14,40,Fighting,,,Psychic,×2,,,
base5-62,Meowth,[52],10,40,Colorless,,,Fighting,×2,,,
base5-63,Oddish,[43],21,50,Grass,,,Fire,×2,,,
base5-64,Ponyta,[77],15,50,Fire,,,Water,×2,,,
base5-65,Psyduck,[54],16,50,Water,,,Lightning,×2,,,
base5-66,Rattata,[19],12,40,Colorless,,,Fighting,×2,Trickery,"Once during your turn (before your attack), you may switch 1 of your Prizes with the top card of your deck. This power can't be used if Rattata is Asleep, Confused, or Paralyzed.",Pokémon Power
base5-67,Slowpoke,[79],16,50,Psychic,,,Psychic,×2,,,
base5-68,Squirtle,[7],16,50,Water,,,Lightning,×2,,,
base5-69,Voltorb,[100],13,40,Lightning,,,Fighting,×2,,,
base5-70,Zubat,[41],9,40,Grass,,,Psychic,×2,,,
base5-83,Dark Raichu,[26],31,70,Lightning,,Pikachu,Fighting,×2,,,
base6-1,Alakazam,[65],42,80,Psychic,,Kadabra,Psychic,×2,Damage Swap,"As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your Pokémon to another as long as you don't Knock Out that Pokémon. This power can't be used if Alakazam is affected by a Special Condition.",Pokémon Power
base6-2,Articuno,[144],35,70,Water,,,,,,,
base6-3,Charizard,[6],76,120,Fire,,Charmeleon,Water,×2,Energy Burn,"As often as you like during your turn (before your attack), you may turn all Energy attached to Charizard into Fire Energy for the rest of the turn. This power can't be used if Charizard is affected by a Special Condition.",Pokémon Power
base6-4,Dark Blastoise,[9],28,70,Water,,Dark Wartortle,Lightning,×2,,,
base6-5,Dark Dragonite,[149],33,70,Colorless,,Dark Dragonair,,,Summon Minions,"When you play Dark Dragonite from your hand, search your deck for up to 2 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.",Pokémon Power
base6-6,Dark Persian,[53],28,60,Colorless,,Meowth,Fighting,×2,,,
base6-7,Dark Raichu,[26],31,70,Lightning,,Pikachu,Fighting,×2,,,
base6-8,Dark Slowbro,[80],27,60,Psychic,,Slowpoke,Psychic,×2,Reel In,"When you play Dark Slowbro from your hand, choose up to 3 Basic Pokémon and/or Evolution cards from your discard pile and put them into your hand.",Pokémon Power
base6-9,Dark Vaporeon,[134],28,60,Water,,Eevee,Lightning,×2,,,
base6-10,Flareon,[136],28,70,Fire,,Eevee,Water,×2,,,
base6-11,Gengar,[94],38,80,Psychic,,Haunter,,,Curse,"Once during your turn (before your attack), you may move 1 damage counter from 1 of your opponent's Pokémon to another (even if it would Knock Out the other Pokémon). This power can't be used if Gengar is affected by a Special Condition.",Pokémon Power
base6-12,Gyarados,[130],41,100,Water,,Magikarp,Grass,×2,,,
base6-13,Hitmonlee,[106],30,60,Fighting,,,Psychic,×2,,,
base6-14,Jolteon,[135],29,70,Lightning,,Eevee,Fighting,×2,,,
base6-15,Machamp,[68],67,100,Fighting,,Machoke,Psychic,×2,Strikes Back,"Whenever your opponent's attack damages Machamp (even if Machamp is Knocked Out), this power does 10 damage to the attacking Pokémon. (Don't apply Weakness and Resistance.) This power can't be used if Machamp is already affected by a Special Condition when your opponent attacks.",Pokémon Power
base6-16,Muk,[89],34,70,Grass,,Grimer,Psychic,×2,Toxic Gas,Ignore all Pokémon Powers other than Toxic Gases. This power stops working while Muk is affected by a Special Condition.,Pokémon Power
base6-17,Ninetales,[38],32,80,Fire,,Vulpix,Water,×2,,,
base6-18,Venusaur,[3],67,100,Grass,,Ivysaur,Fire,×2,Energy Trans,"As often as you like during your turn (before your attack), you may take 1 Grass Energy card attached to 1 of your Pokémon and attach it to a different one. This power can't be used if Venusaur is affected by a Special Condition.",Pokémon Power
base6-19,Zapdos,[145],64,90,Lightning,,,,,,,
base6-20,Beedrill,[15],32,80,Grass,,Kakuna,Fire,×2,,,
base6-21,Butterfree,[12],28,70,Grass,,Metapod,Fire,×2,,,
base6-22,Electrode,[101],42,90,Lightning,,Voltorb,Fighting,×2,,,
base6-23,Exeggutor,[103],35,80,Grass,,Exeggcute,Fire,×2,,,
base6-24,Golem,[76],36,80,Fighting,,Graveler,Grass,×2,,,
base6-25,Hypno,[97],36,90,Psychic,,Drowzee,Psychic,×2,,,
base6-26,Jynx,[124],23,70,Psychic,,,Psychic,×2,,,
base6-27,Kabutops,[141],30,60,Fighting,,Kabuto,Grass,×2,,,
base6-28,Magneton,[82],35,80,Lightning,,Magnemite,Fighting,×2,,,
base6-29,Mewtwo,[150],13,60,Psychic,,,Psychic,×2,,,
base6-30,Moltres,[146],35,70,Fire,,,,,,,
base6-31,Nidoking,[34],48,90,Grass,,Nidorino,Psychic,×2,,,
base6-32,Nidoqueen,[31],43,90,Grass,,Nidorina,Psychic,×2,,,
base6-33,Pidgeot,[18],40,80,Colorless,,Pidgeotto,Lightning,×2,,,
base6-34,Pidgeotto,[17],36,60,Colorless,,Pidgey,Lightning,×2,,,
base6-35,Rhydon,[112],48,100,Fighting,,Rhyhorn,Grass,×2,,,
base6-36,Arcanine,[59],45,100,Fire,,Growlithe,Water,×2,,,
base6-37,Charmeleon,[5],32,80,Fire,,Charmander,Water,×2,,,
base6-38,Dark Dragonair,[148],28,60,Colorless,,Dratini,,,Evolutionary Light,"Once during your turn (before your attack), you may search your deck for an Evolution card. Show it to your opponent and put it into your hand. Shuffle your deck afterward. This power can't be used if Dark Dragonair is affected by a Special Condition.",Pokémon Power
base6-39,Dark Wartortle,[8],21,60,Water,,Squirtle,Lightning,×2,,,
base6-40,Dewgong,[87],42,80,Water,,Seel,Lightning,×2,,,
base6-41,Dodrio,[85],28,70,Colorless,,Doduo,Lightning,×2,Retreat Aid,"As long as Dodrio is Benched, pay Colorless less to retreat your Active Pokémon.",Pokémon Power
base6-42,Fearow,[22],27,70,Colorless,,Spearow,Lightning,×2,,,
base6-43,Golduck,[55],27,70,Water,,Psyduck,Lightning,×2,,,
base6-44,Graveler,[75],29,60,Fighting,,Geodude,Grass,×2,,,
base6-45,Growlithe,[58],18,60,Fire,,,Water,×2,,,
base6-46,Haunter,[93],17,50,Psychic,,Gastly,,,Transparency,"Whenever an attack does anything to Haunter, flip a coin. If heads, prevent all effects of that attack, including damage, done to Haunter. This power stops working while Haunter is affected by a Special Condition.",Pokémon Power
base6-47,Ivysaur,[2],20,60,Grass,,Bulbasaur,Fire,×2,,,
base6-48,Kabuto,[140],9,30,Fighting,,Mysterious Fossil,Grass,×2,Kabuto Armor,"Whenever an attack (even your own) does damage to Kabuto (after applying Weakness and Resistance), that attack does only half the damage to Kabuto (rounded down to the nearest 10). (Any other effects of attacks still happen.) This power stops working while Kabuto is affected by a Special Condition.",Pokémon Power
base6-49,Kadabra,[64],38,60,Psychic,,Abra,Psychic,×2,,,
base6-50,Kakuna,[14],23,80,Grass,,Kakuna,Fire,×2,,,
base6-51,Machoke,[67],40,80,Fighting,,Machop,Psychic,×2,,,
base6-52,Magikarp,[129],8,30,Water,,,Lightning,×2,,,
base6-53,Meowth,[52],15,50,Colorless,,,Fighting,×2,,,
base6-54,Metapod,[11],21,70,Grass,,Caterpie,Fire,×2,,,
base6-55,Nidorina,[30],24,70,Grass,,Nidoran ♀,Psychic,×2,,,
base6-56,Nidorino,[33],25,60,Grass,,Nidoran ♂,Psychic,×2,,,
base6-57,Omanyte,[138],19,40,Water,,Mysterious Fossil,Grass,×2,Clairvoyance,Your opponent plays with his or her hand face up. This power stops working while Omanyte is affected by a Special Condition.,Pokémon Power
base6-58,Omastar,[139],32,70,Water,,Omanyte,Grass,×2,,,
base6-59,Primeape,[57],45,70,Fighting,,Mankey,Psychic,×2,,,
base6-60,Rapidash,[78],33,70,Fire,,Ponyta,Water,×2,,,
base6-61,Raticate,[20],41,60,Colorless,,Rattata,Fighting,×2,,,
base6-62,Sandslash,[28],33,70,Fighting,,Sandshrew,Grass,×2,,,
base6-63,Seadra,[117],23,60,Water,,Horsea,Lightning,×2,,,
base6-64,Snorlax,[143],20,90,Colorless,,,Fighting,×2,Thick Skinned,"Snorlax can't become Asleep, Confused, Paralyzed, Poisoned, or Burned. This power stops working while Snorlax is affected by a Special Condition.",Pokémon Power
base6-65,Tauros,[128],24,60,Colorless,,,Fighting,×2,,,
base6-66,Tentacruel,[73],21,60,Water,,Tentacool,Lightning,×2,,,
base6-67,Abra,[63],10,30,Psychic,,,Psychic,×2,,,
base6-68,Bulbasaur,[1],13,40,Grass,,,Fire,×2,,,
base6-69,Caterpie,[10],13,40,Grass,,,Fire,×2,,,
base6-70,Charmander,[4],10,50,Fire,,,Water,×2,,,
base6-71,Doduo,[84],10,50,Colorless,,,Lightning,×2,,,
base6-72,Dratini,[147],10,40,Colorless,,,,,,,
base6-73,Drowzee,[96],10,50,Psychic,,,Psychic,×2,Long-Distance Hypnosis,"Once during your turn (before your attack), you may flip a coin. If heads, the Defending Pokémon is now Asleep; if tails, your Active Pokémon is now Asleep. The power can't be used if Drowzee is affected by a Special Condition.",Pokémon Power
base6-74,Eevee,[133],12,50,Colorless,,,Fighting,×2,,,
base6-75,Exeggcute,[102],14,50,Grass,,,Fire,×2,,,
base6-76,Gastly,[92],17,50,Psychic,,,,,,,
base6-77,Geodude,[74],16,50,Fighting,,,Grass,×2,,,
base6-78,Grimer,[88],17,50,Grass,,,Psychic,×2,,,
base6-79,Machop,[66],24,50,Fighting,,,Psychic,×2,,,
base6-80,Magnemite,[81],13,40,Lightning,,,Fighting,×2,,,
base6-81,Mankey,[56],14,40,Fighting,,,Psychic,×2,,,
base6-82,Nidoran ♀,[29],13,60,Grass,,,Psychic,×2,,,
base6-83,Nidoran ♂,[32],20,40,Grass,,,Psychic,×2,,,
base6-84,Onix,[95],12,90,Fighting,,,Grass,×2,,,
base6-85,Pidgey,[16],8,40,Colorless,,,Lightning,×2,,,
base6-86,Pikachu,[25],14,50,Lightning,,,Fighting,×2,,,
base6-87,Ponyta,[77],10,40,Fire,,,Water,×2,,,
base6-88,Psyduck,[54],16,50,Water,,,Lightning,×2,,,
base6-89,Rattata,[19],9,30,Colorless,,,Fighting,×2,,,
base6-90,Rhyhorn,[111],18,70,Fighting,,,Grass,×2,,,
base6-91,Sandshrew,[27],12,40,Fighting,,,Grass,×2,,,
base6-92,Seel,[86],12,60,Water,,,Lightning,×2,,,
base6-93,Slowpoke,[79],18,50,Psychic,,,Psychic,×2,,,
base6-94,Spearow,[21],13,50,Colorless,,,Lightning,×2,,,
base6-95,Squirtle,[7],8,40,Water,,,Lightning,×2,,,
base6-96,Tentacool,[72],10,30,Water,,,Lightning,×2,Cowardice,"At any time during your turn (before your attack), you may return Tentacool to your hand. (Discard all cards attached to Tentacool.) This power can't be used the turn you put Tentacool into play or if Tentacool is affected by a Special Condition.",Pokémon Power
base6-97,Voltorb,[100],10,40,Lightning,,,Fighting,×2,,,
base6-98,Vulpix,[37],11,50,Fire,,,Water,×2,,,
base6-99,Weedle,[13],12,40,Grass,,,Fire,×2,,,
basep-1,Pikachu,[25],16,60,Lightning,,,Fighting,×2,,,
basep-2,Electabuzz,[125],20,60,Lightning,,,Fighting,×2,,,
basep-3,Mewtwo,[150],60,70,Psychic,,,Psychic,×2,,,
basep-4,Pikachu,[25],13,50,Lightning,,,Fighting,×2,,,
basep-5,Dragonite,[149],43,90,Colorless,,Dragonair,,,Special Delivery,"Once during your turn (before your attack), you may draw a card. If you do, choose a card from your hand and put it on top of your deck. This power can't be used if Dragonite is Asleep, Confused, or Paralyzed.",Pokémon Power
basep-6,Arcanine,[59],34,70,Fire,,Growlithe,Water,×2,,,
basep-7,Jigglypuff,[39],12,50,Colorless,,,Fighting,×2,,,
basep-8,Mew,[151],23,50,Psychic,,,Psychic,×2,,,
basep-9,Mew,[151],51,50,Psychic,,,Psychic,×2,,,
basep-10,Meowth,[52],13,50,Colorless,,,Fighting,×2,,,
basep-11,Eevee,[133],7,30,Colorless,,,Fighting,×2,Chain Reaction,"This power can only be used when a Pokémon evolves. Search your deck for a card that evolves from Eevee and attach it to Eevee. This counts as evolving Eevee. Shuffle your deck afterward. This power can't be used if Eevee is Asleep, Confused, or Paralyzed.",Pokémon Power
