pokemon,attack_name,type,count
base6-19,Thunderbolt,Lightning,4
base6-20,Twineedle,Colorless,3
base6-20,Poison Sting,Grass,3
base6-21,Whirlwind,Colorless,2
base6-21,Mega Drain,Grass,4
base6-22,Tackle,Colorless,2
base6-22,Chain Lightning,Lightning,3
base6-23,Teleport,Psychic,1
base6-23,Big Eggsplosion,Colorless,1
base6-24,Avalanche,Fighting,3
base6-24,Avalanche,Colorless,1
base6-24,Selfdestruct,Fighting,4
base6-25,Prophecy,Psychic,1
base6-25,Dark Mind,Psychic,3
base6-26,Doubleslap,Psychic,1
base6-26,Meditate,Psychic,2
base6-26,Meditate,Colorless,1
base6-27,Sharp Sickle,Fighting,2
base6-27,Absorb,Fighting,4
base6-28,Sonicboom,Lightning,1
base6-28,Sonicboom,Colorless,1
base6-28,Selfdestruct,Lightning,4
base6-29,Energy Control,Psychic,1
base6-29,Telekinesis,Psychic,3
base6-30,Wildfire,Fire,1
base6-30,Dive Bomb,Fire,4
base6-31,Thrash,Grass,1
base6-31,Thrash,Colorless,2
base6-31,Toxic,Grass,3
base6-32,Boyfriends,Grass,1
base6-32,Boyfriends,Colorless,1
base6-32,Mega Punch,Grass,2
base6-32,Mega Punch,Colorless,2
base6-33,Wing Attack,Colorless,2
base6-33,Hurricane,Colorless,3
base6-34,Whirlwind,Colorless,2
base6-34,Mirror Move,Colorless,3
base6-35,Horn Attack,Fighting,1
base6-35,Horn Attack,Colorless,2
base6-35,Ram,Fighting,4
base6-36,Flamethrower,Fire,2
base6-36,Flamethrower,Colorless,1
base6-36,Take Down,Fire,2
base6-36,Take Down,Colorless,2
base6-37,Slash,Colorless,3
base6-37,Flamethrower,Fire,2
base6-37,Flamethrower,Colorless,1
base6-38,Tail Strike,Colorless,3
base6-39,Doubleslap,Water,1
base6-39,Mirror Shell,Water,1
base6-39,Mirror Shell,Colorless,1
base6-40,Aurora Beam,Water,2
base6-40,Aurora Beam,Colorless,1
base6-40,Ice Beam,Water,2
base6-40,Ice Beam,Colorless,2
base6-41,Rage,Colorless,3
base6-42,Agility,Colorless,3
base6-42,Drill Peck,Colorless,4
base6-43,Psyshock,Psychic,1
base6-43,Hyper Beam,Water,2
base6-43,Hyper Beam,Colorless,1
base6-44,Harden,Fighting,2
base6-44,Rock Throw,Fighting,2
base6-44,Rock Throw,Colorless,1
base6-45,Flare,Fire,1
base6-45,Flare,Colorless,1
base6-46,Nightmare,Psychic,1
base6-46,Nightmare,Colorless,1
base6-47,Vine Whip,Grass,1
base6-47,Vine Whip,Colorless,2
base6-47,Poisonpowder,Grass,3
base6-48,Scratch,Colorless,1
base6-49,Recover,Psychic,2
base6-49,Super Psy,Psychic,2
base6-49,Super Psy,Colorless,1
base6-50,Stiffen,Colorless,2
base6-50,Poisonpowder,Grass,2
base6-51,Karate Chop,Fighting,2
base6-51,Karate Chop,Colorless,1
base6-51,Submission,Fighting,2
base6-51,Submission,Colorless,2
base6-52,Tackle,Colorless,1
base6-52,Flail,Water,1
base6-53,Pay Day,Colorless,2
base6-54,Stiffen,Colorless,2
base6-54,Stun Spore,Grass,2
base6-55,Supersonic,Grass,1
base6-55,Double Kick,Grass,1
base6-55,Double Kick,Colorless,2
base6-56,Double Kick,Grass,1
base6-56,Double Kick,Colorless,2
base6-56,Horn Drill,Grass,2
base6-56,Horn Drill,Colorless,2
base6-57,Water Gun,Water,1
base6-58,Water Gun,Water,1
base6-58,Water Gun,Colorless,1
base6-58,Spike Cannon,Water,2
base6-59,Fury Swipes,Fighting,2
base6-59,Tantrum,Fighting,2
base6-59,Tantrum,Colorless,1
base6-60,Stomp,Colorless,2
base6-60,Agility,Fire,2
base6-60,Agility,Colorless,1
base6-61,Bite,Colorless,1
base6-61,Super Fang,Colorless,3
base6-62,Slash,Colorless,2
base6-62,Fury Swipes,Fighting,2
base6-63,Water Gun,Water,1
base6-63,Water Gun,Colorless,1
base6-63,Agility,Water,1
base6-63,Agility,Colorless,2
base6-64,Body Slam,Colorless,4
base6-65,Stomp,Colorless,2
base6-65,Rampage,Colorless,3
base6-66,Supersonic,Water,1
base6-66,Jellyfish Sting,Water,2
base6-67,Psyshock,Psychic,1
base6-68,Leech Seed,Grass,2
base6-69,String Shot,Grass,1
base6-70,Scratch,Colorless,1
base6-70,Ember,Fire,1
base6-70,Ember,Colorless,1
base6-71,Fury Attack,Colorless,1
base6-72,Pound,Colorless,1
base6-73,Nightmare,Psychic,1
base6-73,Nightmare,Colorless,1
base6-74,Tail Wag,Colorless,1
base6-74,Quick Attack,Colorless,2
base6-75,Hypnosis,Psychic,1
base6-75,Leech Seed,Grass,2
base6-76,Lick,Colorless,1
base6-76,Energy Conversion,Psychic,2
base6-77,Stone Barrage,Fighting,1
base6-77,Stone Barrage,Colorless,1
base6-78,Nasty Goo,Colorless,1
base6-78,Minimized,Grass,1
base6-79,Punch,Colorless,2
base6-79,Kick,Fighting,1
base6-79,Kick,Colorless,2
base6-80,Thunder Wave,Lightning,1
base6-80,Selfdestruct,Lightning,1
base6-80,Selfdestruct,Colorless,1
base6-81,Mischief,Colorless,1
base6-81,Anger,Fighting,1
base6-81,Anger,Colorless,1
base6-82,Fury Swipes,Grass,1
base6-82,Call for Family,Grass,2
base6-83,Horn Hazard,Grass,1
base6-84,Rock Throw,Fighting,1
base6-84,Harden,Fighting,2
base6-85,Whirlwind,Colorless,2
base6-86,Spark,Lightning,2
base6-87,Smash Kick,Colorless,2
base6-87,Flame Tail,Fire,2
base6-88,Dizziness,Psychic,1
base6-88,Water Gun,Water,1
base6-88,Water Gun,Colorless,1
base6-89,Bite,Colorless,1
base6-90,Leer,Colorless,1
base6-90,Horn Attack,Fighting,1
base6-90,Horn Attack,Colorless,2
base6-91,Sand-attack,Fighting,1
base6-92,Headbutt,Water,1
base6-93,Spacing Out,Colorless,1
base6-93,Scavenge,Psychic,2
base6-94,Peck,Colorless,1
base6-94,Mirror Move,Colorless,3
base6-95,Bubble,Water,1
base6-95,Withdraw,Water,1
base6-95,Withdraw,Colorless,1
base6-96,Acid,Water,1
base6-97,Tackle,Colorless,1
base6-98,Confuse Ray,Fire,2
base6-99,Poison Sting,Grass,1
basep-1,Growl,Colorless,1
basep-1,Thundershock,Lightning,2
basep-2,Light Screen,Lightning,1
basep-2,Quick Attack,Colorless,2
basep-3,Energy Absorption,Psychic,1
basep-3,Psyburn,Psychic,2
basep-3,Psyburn,Colorless,1
basep-4,Recharge,Lightning,1
basep-4,Thunderbolt,Lightning,3
basep-5,Supersonic Flight,Colorless,3
basep-6,Quick Attack,Colorless,2
basep-6,Flames of Rage,Fire,2
basep-7,First Aid,Colorless,1
basep-7,Double-edge,Colorless,3
basep-8,Psywave,Psychic,1
basep-8,Devolution Beam,Psychic,2
basep-9,Psywave,Psychic,1
basep-9,Devolution Beam,Psychic,2
basep-10,Cat Punch,Colorless,2
basep-11,Bite,Colorless,1
basep-12,Energy Control,Psychic,1
basep-12,Telekinesis,Psychic,3
basep-13,Mega Drain,Grass,4
basep-14,Energy Absorption,Psychic,1
basep-14,Psyburn,Psychic,2
basep-14,Psyburn,Colorless,1
basep-15,Texture Magic,Colorless,3
basep-15,3-D Attack,Colorless,3
basep-17,Tempt,Colorless,1
basep-17,Poison Claws,Colorless,2
basep-18,Miraculous Comeback,Colorless,1
basep-19,Pound,Colorless,1
basep-19,Synchronize,Psychic,1
basep-19,Synchronize,Colorless,1
basep-20,Headache,Psychic,1
basep-20,Fury Swipes,Water,1
basep-21,Hyper Flame,Fire,3
basep-22,Diamond Dust,Water,3
basep-23,Lightning Burn,Lightning,3
basep-24,Birthday Surprise,Lightning,2
basep-25,Thundershock,Lightning,1
basep-25,Fly,Colorless,3
basep-26,Scratch,Colorless,1
basep-26,Thunderbolt,Lightning,2
basep-27,Thundershock,Lightning,1
basep-27,Agility,Lightning,2
basep-28,Surf,Water,2
basep-29,Water Gun,Water,2
basep-30,Snivel,Colorless,1
basep-30,Mini-Metronome,Colorless,2
basep-31,Eek,Colorless,1
basep-32,Paint,Colorless,1
basep-33,Leer,Colorless,1
basep-33,Metal Pincer,Metal,1
basep-33,Metal Pincer,Colorless,2
basep-34,Protective Flame,Fire,3
basep-35,Let's Play!,Colorless,1
basep-36,Good Night Song,Colorless,1
basep-37,Repeating Kick,Fighting,2
basep-37,Rapid Spin,Fighting,2
basep-37,Rapid Spin,Colorless,1
basep-38,Hidden Power,Psychic,1
basep-39,Pain Split,Psychic,1
basep-39,Confuse Ray,Psychic,2
basep-43,Seething Anger,Fighting,2
basep-43,Fling,Fighting,2
basep-43,Fling,Colorless,2
basep-44,Burning Fire,Fire,1
basep-44,Magma Punch,Fire,2
basep-44,Magma Punch,Colorless,1
basep-45,Slashing Strike,Grass,2
basep-46,Lightning Rod,Lightning,1
basep-46,Lightning Bolt,Lightning,2
basep-47,Psyshock,Psychic,1
basep-48,Ice Beam,Water,2
basep-48,Ice Beam,Colorless,2
basep-49,Roll Over,Colorless,4
basep-50,Leaf Slice,Grass,1
basep-50,Leaf Slice,Colorless,1
basep-51,Jump Over,Colorless,2
basep-51,Super Singe,Fire,1
basep-51,Super Singe,Colorless,2
basep-52,Sacred Wing,Fire,2
basep-52,Sacred Wing,Colorless,2
basep-53,Hypno Wave,Water,1
basep-53,Hypno Wave,Colorless,2
bp-1,Thundershock,Lightning,1
bp-1,Thunderpunch,Lightning,1
bp-1,Thunderpunch,Colorless,1
bp-2,Jab,Fighting,1
bp-2,Special Punch,Fighting,2
bp-2,Special Punch,Colorless,1
bp-4,Focus,Colorless,1
bp-4,Agility,Metal,1
bp-4,Agility,Colorless,2
bp-5,Entrap,Darkness,1
bp-5,Continuous Scratch,Colorless,2
bp-6,Fury Strikes,Grass,2
bp-7,Horrid Pollen,Grass,3
bp-8,Juxtapose,Psychic,1
bp-8,Hypnoblast,Psychic,2
bp-8,Psyburn,Psychic,3
bp-8,Psyburn,Colorless,1
bp-9,Crosscounter,Fighting,1
bp-9,Magnum Punch,Fighting,2
bp-9,Magnum Punch,Colorless,1
bw1-1,Tackle,Grass,1
bw1-1,Vine Whip,Grass,1
bw1-1,Vine Whip,Colorless,1
bw1-2,Leaf Blade,Grass,1
bw1-2,Leaf Blade,Colorless,1
bw1-3,Wrap,Colorless,1
bw1-3,Tackle,Grass,1
bw1-3,Tackle,Colorless,1
bw1-4,Wring Out,Grass,1
bw1-4,Wring Out,Colorless,1
bw1-5,Vine Whip,Colorless,2
bw1-5,Leaf Storm,Grass,2
bw1-6,Leaf Tornado,Grass,1
bw1-6,Leaf Tornado,Colorless,1
bw1-7,Scratch,Colorless,1
bw1-7,Vine Whip,Grass,1
bw1-7,Vine Whip,Colorless,2
bw1-8,Seed Bomb,Grass,1
bw1-8,Fury Swipes,Colorless,3
bw1-9,Magical Leaf,Grass,1
bw1-10,Petal Dance,Grass,1
bw1-10,Leaf Storm,Grass,1
bw1-10,Leaf Storm,Colorless,1
bw1-11,Mega Drain,Grass,1
bw1-11,Pin Missile,Grass,2
bw1-11,Pin Missile,Colorless,1
bw1-12,Constant Rattle,Grass,1
bw1-12,Giga Drain,Grass,3
bw1-13,Double Kick,Colorless,1
bw1-13,Leech Seed,Grass,1
bw1-13,Leech Seed,Colorless,1
bw1-14,Nature Power,Colorless,1
bw1-14,Horn Leech,Grass,1
bw1-14,Horn Leech,Colorless,2
bw1-15,Tackle,Fire,1
bw1-15,Rollout,Fire,1
bw1-15,Rollout,Colorless,1
bw1-16,Take Down,Fire,1
bw1-16,Take Down,Colorless,1
bw1-17,Flame Charge,Colorless,1
bw1-17,Heat Crash,Fire,2
bw1-17,Heat Crash,Colorless,1
bw1-18,Rollout,Colorless,2
bw1-18,Flamethrower,Fire,2
bw1-18,Flamethrower,Colorless,1
bw1-19,Heat Crash,Fire,1
bw1-19,Heat Crash,Colorless,2
bw1-19,Flare Blitz,Fire,2
bw1-19,Flare Blitz,Colorless,2
bw1-20,Heat Crash,Fire,2
bw1-20,Heat Crash,Colorless,2
bw1-21,Scratch,Colorless,1
bw1-21,Live Coal,Fire,1
bw1-21,Live Coal,Colorless,2
bw1-22,Flame Burst,Fire,1
bw1-22,Fury Swipes,Colorless,3
bw1-23,Firebreathing,Fire,1
bw1-24,Singe,Fire,1
bw1-24,Rollout,Colorless,2
bw1-25,Fire Fang,Fire,1
bw1-25,Fire Fang,Colorless,1
bw1-25,Thrash,Fire,1
bw1-25,Thrash,Colorless,2
bw1-26,Outrage,Colorless,2
bw1-26,Blue Flare,Fire,2
bw1-26,Blue Flare,Colorless,1
bw1-27,Tackle,Water,1
bw1-27,Water Gun,Water,1
bw1-27,Water Gun,Colorless,1
bw1-28,Razor Shell,Water,1
bw1-28,Razor Shell,Colorless,1
bw1-29,Water Gun,Colorless,2
bw1-29,Razor Shell,Water,2
bw1-29,Razor Shell,Colorless,1
bw1-30,Aqua Tail,Colorless,2
bw1-31,Pike,Colorless,2
bw1-31,Surf,Water,2
bw1-31,Surf,Colorless,1
bw1-32,Hydro Pump,Colorless,3
bw1-33,Scratch,Colorless,1
bw1-33,Water Gun,Water,1
bw1-33,Water Gun,Colorless,2
bw1-34,Scald,Water,1
bw1-34,Fury Swipes,Colorless,3
bw1-35,Crunch,Water,2
bw1-36,Water Gun,Water,1
bw1-37,Feather Dance,Colorless,1
bw1-37,Aqua Ring,Water,1
bw1-37,Aqua Ring,Colorless,1
bw1-38,Pound,Colorless,2
bw1-38,Wave Splash,Water,2
bw1-38,Wave Splash,Colorless,2
bw1-39,Water Pulse,Water,1
bw1-39,Water Pulse,Colorless,1
bw1-39,Hydro Pump,Colorless,3
bw1-40,Rear Kick,Lightning,1
bw1-40,Rear Kick,Colorless,1
bw1-41,Stomp,Colorless,1
bw1-42,Stomp,Colorless,2
bw1-42,Wild Charge,Lightning,2
bw1-42,Wild Charge,Colorless,1
bw1-43,Rear Kick,Colorless,1
bw1-43,Electrispark,Lightning,3
bw1-44,Stun Needle,Lightning,1
bw1-45,Leech Life,Colorless,1
bw1-46,Electroweb,Lightning,1
bw1-46,Leech Life,Colorless,2
bw1-47,Outrage,Colorless,2
bw1-47,Bolt Strike,Lightning,2
bw1-47,Bolt Strike,Colorless,1
bw1-48,Hypnosis,Colorless,1
bw1-48,Dream Eater,Psychic,2
bw1-49,Hypnotic Ray,Psychic,1
bw1-49,Dream Eater,Psychic,2
bw1-50,Gust,Colorless,1
bw1-51,Attract,Colorless,1
bw1-51,Heart Stamp,Psychic,1
bw1-51,Heart Stamp,Colorless,1
bw1-52,Ram,Psychic,1
bw1-52,Rollout,Colorless,3
bw1-53,Poison Sting,Psychic,1
bw1-53,Poison Sting,Colorless,1
bw1-53,Rollout,Psychic,1
bw1-53,Rollout,Colorless,2
bw1-54,Steamroller,Colorless,3
bw1-54,Poison Claws,Psychic,2
bw1-54,Poison Claws,Colorless,2
bw1-55,Cell Culture,Psychic,1
bw1-55,Rollout,Psychic,1
bw1-55,Rollout,Colorless,1
bw1-56,Recover,Colorless,1
bw1-56,Rollout,Psychic,1
bw1-56,Rollout,Colorless,1
bw1-57,Psywave,Psychic,3
bw1-58,Pound,Fighting,2
bw1-59,Low Kick,Colorless,1
bw1-59,Pound,Fighting,1
bw1-59,Pound,Colorless,1
bw1-60,Bulk Up,Colorless,1
bw1-60,Pound,Fighting,2
bw1-60,Pound,Colorless,1
bw1-61,Circle Throw,Fighting,1
bw1-61,Circle Throw,Colorless,1
bw1-61,Storm Throw,Fighting,2
bw1-61,Storm Throw,Colorless,1
bw1-62,Low Sweep,Fighting,1
bw1-62,Beatdown,Fighting,2
bw1-63,Sand Tomb,Fighting,1
bw1-63,Bite,Fighting,1
bw1-63,Bite,Colorless,2
bw1-64,Torment,Colorless,1
bw1-64,Bite,Fighting,1
bw1-64,Bite,Colorless,2
bw1-65,Torment,Colorless,2
bw1-65,Krookoroll,Fighting,2
bw1-65,Krookoroll,Colorless,2
bw1-66,Scratch,Colorless,1
bw1-66,Slash,Colorless,2
bw1-67,Taunt,Colorless,1
bw1-67,Sucker Punch,Colorless,2
bw1-68,Headbutt,Colorless,1
bw1-69,Spit Acid,Darkness,1
bw1-69,High Jump Kick,Darkness,2
bw1-69,High Jump Kick,Colorless,1
bw1-70,Lunge,Colorless,2
bw1-71,Nasty Plot,Darkness,1
bw1-71,Foul Play,Colorless,2
bw1-72,Surprise Attack,Darkness,1
bw1-73,Blindside,Darkness,1
bw1-73,Punishment,Darkness,1
bw1-73,Punishment,Colorless,2
bw1-74,Bind,Metal,1
bw1-75,Bind,Metal,1
bw1-75,Gear Grind,Metal,1
bw1-75,Gear Grind,Colorless,2
bw1-76,Gear Grind,Metal,1
bw1-76,Gear Grind,Colorless,2
bw1-77,Tackle,Colorless,1
bw1-77,Bite,Colorless,2
bw1-78,Hyper Fang,Colorless,1
bw1-79,Confuse Ray,Colorless,2
bw1-79,Hyper Fang,Colorless,2
bw1-80,Pickup,Colorless,1
bw1-80,Bite,Colorless,1
bw1-81,Collect,Colorless,1
bw1-81,Tackle,Colorless,2
bw1-82,Collect,Colorless,2
bw1-82,Bite,Colorless,3
bw1-83,Odor Sleuth,Colorless,2
bw1-83,Giga Impact,Colorless,4
bw1-84,Quick Attack,Colorless,1
bw1-85,Gust,Colorless,1
bw1-85,Quick Attack,Colorless,2
bw1-86,Fly,Colorless,2
bw1-86,Cutting Wind,Colorless,3
bw1-87,Doubleslap,Colorless,2
bw1-88,Tail Slap,Colorless,1
bw1-89,Tail Slap,Colorless,1
bw1-89,Do the Wave,Colorless,2
bw1-90,Horn Attack,Colorless,2
bw1-90,Double Stomp,Colorless,3
bw1-91,Revenge,Colorless,2
bw1-91,Head Charge,Colorless,4
bw1-113,Outrage,Colorless,2
bw1-113,Blue Flare,Fire,2
bw1-113,Blue Flare,Colorless,1
bw1-114,Outrage,Colorless,2
bw1-114,Bolt Strike,Lightning,2
bw1-114,Bolt Strike,Colorless,1
bw1-115,Energize,Lightning,1
bw1-115,Thunderbolt,Lightning,1
bw1-115,Thunderbolt,Colorless,2
bw10-1,Sweet Scent,Grass,1
bw10-2,Bug Bite,Colorless,3
bw10-3,Spiral Drain,Grass,1
bw10-3,Spiral Drain,Colorless,1
bw10-4,Lifesplosion,Grass,1
bw10-4,Spiral Drain,Grass,1
bw10-4,Spiral Drain,Colorless,2
bw10-5,Return,Grass,1
bw10-5,Energy Press,Grass,1
bw10-5,Energy Press,Colorless,1
bw10-6,Peck,Colorless,2
bw10-7,Yawn,Colorless,1
bw10-7,Ram,Grass,1
bw10-7,Ram,Colorless,1
bw10-8,Retribution,Colorless,1
bw10-8,Signal Beam,Grass,1
bw10-8,Signal Beam,Colorless,1
bw10-9,Emerald Slash,Grass,1
bw10-9,Emerald Slash,Colorless,1
bw10-10,Call for Family,Colorless,1
bw10-10,Jet Impact,Grass,2
bw10-10,Jet Impact,Colorless,1
bw10-11,Megalo Cannon,Grass,2
bw10-11,Megalo Cannon,Colorless,1
bw10-12,Flare,Fire,1
bw10-12,Ember,Fire,1
bw10-12,Ember,Colorless,1
bw10-13,Solar Transporter,Colorless,1
bw10-13,Leech Life,Fire,2
bw10-13,Leech Life,Colorless,1
bw10-14,Bubble,Water,1
bw10-14,Water Gun,Water,1
bw10-14,Water Gun,Colorless,1
bw10-15,Bubble,Water,1
bw10-15,Double Spin,Water,1
bw10-15,Double Spin,Colorless,2
bw10-16,Hydro Pump,Colorless,4
bw10-17,Cleanse Away,Water,1
bw10-17,Cleanse Away,Colorless,1
bw10-17,Surf,Water,1
bw10-17,Surf,Colorless,3
bw10-18,Bubble Beam,Water,2
bw10-19,Sharpshooting,Water,1
bw10-19,Bubble Beam,Water,2
bw10-20,Aurora Beam,Water,1
bw10-20,Aurora Beam,Colorless,2
bw10-21,Powder Snow,Water,1
bw10-21,Headbutt,Water,1
bw10-21,Headbutt,Colorless,1
bw10-22,Powder Snow,Water,1
bw10-22,Powder Snow,Colorless,1
bw10-22,Reflect Energy,Water,1
bw10-22,Reflect Energy,Colorless,2
bw10-23,Blizzard,Water,1
bw10-23,Blizzard,Colorless,1
bw10-24,Fossil Hunt,Colorless,1
bw10-24,Water Gun,Water,1
bw10-24,Water Gun,Colorless,1
bw10-25,Beat,Colorless,2
bw10-25,Razor Leaf,Grass,2
bw10-25,Razor Leaf,Colorless,1
bw10-26,Razor Leaf,Grass,2
bw10-26,Bang Heads,Grass,2
bw10-26,Bang Heads,Colorless,1
bw10-27,Slam,Water,1
bw10-27,Slam,Colorless,2
bw10-28,Fossil Clutch,Water,1
bw10-28,Fossil Clutch,Colorless,2
bw10-28,Waterfall,Water,2
bw10-28,Waterfall,Colorless,2
bw10-29,Splatter,Water,1
bw10-29,Splatter,Colorless,1
bw10-30,Outrage,Colorless,2
bw10-30,Giga Frost,Water,2
bw10-30,Giga Frost,Colorless,2
bw10-31,Razor Fin,Lightning,1
bw10-32,Thunder Wave,Lightning,1
bw10-32,Headbutt,Colorless,2
bw10-33,Crush and Burn,Lightning,1
bw10-33,Crush and Burn,Colorless,1
bw10-33,Thunder Tempest,Lightning,1
bw10-33,Thunder Tempest,Colorless,3
bw10-34,Creepy Wind,Psychic,1
bw10-34,Wind Blast,Colorless,3
bw10-35,Derail,Colorless,3
bw10-36,Psypower,Psychic,1
bw10-37,Psyshot,Psychic,1
bw10-37,Psyshot,Colorless,2
bw10-38,Trading Places,Colorless,1
bw10-38,Psyjamming,Psychic,1
bw10-38,Psyjamming,Colorless,2
bw10-39,Mumble,Colorless,1
bw10-39,Focused Wish,Psychic,1
bw10-39,Focused Wish,Colorless,1
bw10-40,Precognitive Dream,Psychic,1
bw10-40,Psybeam,Psychic,1
bw10-40,Psybeam,Colorless,2
bw10-41,Cutting Wind,Psychic,1
bw10-41,Cutting Wind,Colorless,2
bw10-42,Hide,Psychic,1
bw10-43,Focused Wish,Psychic,1
bw10-43,Focused Wish,Colorless,1
bw10-44,Barrier Attack,Psychic,1
bw10-44,Telekinesis of Nobility,Psychic,1
bw10-44,Telekinesis of Nobility,Colorless,2
bw10-45,Beat,Colorless,1
bw10-45,Mega Punch,Psychic,2
bw10-45,Mega Punch,Colorless,1
bw10-46,Iron Fist of Justice,Colorless,2
bw10-46,Shadow Punch,Psychic,2
bw10-46,Shadow Punch,Colorless,2
bw10-47,Low Kick,Fighting,1
bw10-47,Low Kick,Colorless,1
bw10-48,Last-Chance Chop,Colorless,1
bw10-48,Seismic Toss,Fighting,2
bw10-48,Seismic Toss,Colorless,1
bw10-49,Close Combat,Fighting,1
bw10-49,Close Combat,Colorless,3
bw10-50,Knock Off,Fighting,1
bw10-50,Knock Off,Colorless,2
bw10-50,Reinforced Lariat,Fighting,2
bw10-50,Reinforced Lariat,Colorless,2
bw10-51,Freestyle Strike,Fighting,1
bw10-51,Freestyle Strike,Colorless,1
bw10-51,Shoulder Throw,Fighting,1
bw10-51,Shoulder Throw,Colorless,2
bw10-52,Kick of Righteousness,Colorless,1
bw10-52,Low Sweep,Fighting,1
bw10-52,Low Sweep,Colorless,2
bw10-53,Wing Attack,Colorless,2
bw10-54,Acrobatics,Fighting,1
bw10-54,Swift Dive,Fighting,2
bw10-55,Roar,Colorless,1
bw10-55,Ambush,Darkness,1
bw10-55,Ambush,Colorless,1
bw10-56,Dark Clamp,Darkness,1
bw10-56,Dark Clamp,Colorless,1
bw10-56,Blazing Claws,Darkness,1
bw10-56,Blazing Claws,Colorless,2
bw10-57,Iron Head,Metal,1
bw10-57,Headbutt,Metal,1
bw10-57,Headbutt,Colorless,2
bw10-58,Metal Claw,Metal,1
bw10-58,Iron Head,Metal,1
bw10-58,Iron Head,Colorless,2
bw10-59,Knock Back,Metal,1
bw10-59,Knock Back,Colorless,1
bw10-59,Aura of the Land,Metal,2
bw10-59,Aura of the Land,Colorless,2
bw10-60,Hypnostrike,Metal,1
bw10-60,Hypnostrike,Colorless,2
bw10-61,Steamroll,Metal,1
bw10-61,Steamroll,Colorless,1
bw10-61,Slashing Strike,Metal,1
bw10-61,Slashing Strike,Colorless,2
bw10-62,Headbutt,Colorless,1
bw10-62,Dragon Claw,Fire,1
bw10-62,Dragon Claw,Water,1
bw10-63,Knock Away,Colorless,1
bw10-63,Rollout,Fire,1
bw10-63,Rollout,Water,1
bw10-63,Rollout,Colorless,1
bw10-64,Gaia Crush,Fire,1
bw10-64,Gaia Crush,Water,1
bw10-64,Gaia Crush,Colorless,2
bw10-65,Reverse Edge,Psychic,1
bw10-65,Reverse Edge,Metal,1
bw10-65,Reverse Edge,Colorless,1
bw10-65,Fast Forward,Colorless,4
bw10-66,Strafe,Colorless,3
bw10-66,Dimension Heal,Grass,1
bw10-66,Dimension Heal,Water,1
bw10-66,Dimension Heal,Colorless,2
bw10-67,Strong Bond,Colorless,1
bw10-67,Dragon Claw,Fighting,1
bw10-67,Dragon Claw,Metal,1
bw10-68,Paralyzing Gaze,Colorless,1
bw10-68,Dragon Claw,Fighting,1
bw10-68,Dragon Claw,Metal,1
bw10-69,Dragonaxe,Metal,1
bw10-69,Strike of the Champion,Fighting,1
bw10-69,Strike of the Champion,Metal,1
bw10-70,Big Swing,Fire,1
bw10-70,Shred,Water,1
bw10-70,Shred,Colorless,2
bw10-71,Call for Family,Colorless,1
bw10-71,Comet Punch,Colorless,2
bw10-72,Tackle,Colorless,1
bw10-73,Destructive Beam,Colorless,2
bw10-74,Tri Attack,Colorless,3
bw10-75,Fury Swipes,Colorless,2
bw10-76,Adrenalash,Colorless,3
bw10-76,Strength,Colorless,4
bw10-77,Misinformation,Colorless,1
bw10-77,Tone-Deaf,Colorless,2
bw10-96,Emerald Slash,Grass,1
bw10-96,Emerald Slash,Colorless,1
bw10-97,Megalo Cannon,Grass,2
bw10-97,Megalo Cannon,Colorless,1
bw10-98,Hypnostrike,Metal,1
bw10-98,Hypnostrike,Colorless,2
bw10-99,Reverse Edge,Psychic,1
bw10-99,Reverse Edge,Metal,1
bw10-99,Reverse Edge,Colorless,1
bw10-99,Fast Forward,Colorless,4
bw10-100,Strafe,Colorless,3
bw10-100,Dimension Heal,Grass,1
bw10-100,Dimension Heal,Water,1
bw10-100,Dimension Heal,Colorless,2
bw10-102,Seed Bomb,Grass,1
bw10-102,Seed Bomb,Colorless,1
bw10-103,Double Draw,Colorless,1
bw10-103,Leaf Wallop,Grass,1
bw10-103,Leaf Wallop,Colorless,1
bw10-104,Shadow Punch,Psychic,1
bw10-104,Shadow Punch,Colorless,3
bw11-1,Beat,Grass,1
bw11-1,Flog,Grass,1
bw11-1,Flog,Colorless,2
bw11-2,Bind Down,Grass,1
bw11-2,Flog,Grass,2
bw11-2,Flog,Colorless,2
bw11-3,Share,Grass,1
bw11-3,Double Stab,Grass,2
bw11-3,Double Stab,Colorless,1
bw11-4,Double Spin,Colorless,1
bw11-5,Ambush Bite,Grass,1
bw11-5,Ambush Bite,Colorless,1
bw11-6,Leaf Blade,Grass,1
bw11-6,Leaf Blade,Colorless,1
bw11-7,Wring Out,Grass,1
bw11-7,Wring Out,Colorless,1
bw11-8,Leaf Tornado,Grass,1
bw11-8,Leaf Tornado,Colorless,1
bw11-9,Leaf Boomerang,Grass,1
bw11-9,Leaf Boomerang,Colorless,1
bw11-10,Gnaw,Colorless,2
bw11-11,Tackle,Grass,1
bw11-11,String Shot,Colorless,2
bw11-12,Cutting Arm,Grass,1
bw11-12,Cutting Arm,Colorless,2
bw11-13,Bug Bite,Grass,1
bw11-13,Bug Bite,Colorless,1
bw11-14,Hard Press,Colorless,2
bw11-14,Hammer In,Grass,1
bw11-14,Hammer In,Colorless,2
bw11-15,Double Draw,Colorless,1
bw11-15,Leaf Wallop,Grass,1
bw11-15,Leaf Wallop,Colorless,1
bw11-16,Slash,Grass,1
bw11-16,Gaia Blaster,Colorless,4
bw11-17,Draw In,Fire,1
