id,name,card_rule,"CONCATENATE(""insert into trainer_cards ("",TEXTJOIN("","",TRUE,A$1,C$1),"") values('"",TEXTJOIN(""','"",FALSE,A2,C2),""');"")"
bw10-78,Caitlin,"Put as many cards from your hand as you like on the bottom of your deck in any order. Then, draw a card for each card you put on the bottom of your deck., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-78','Put as many cards from your hand as you like on the bottom of your deck in any order. Then, draw a card for each card you put on the bottom of your deck., You may play only 1 Supporter card during your turn (before your attack).');"
bw10-79,Cover Fossil,"Look at the bottom 7 cards of your deck. You may reveal a Tirtouga you find there and put it onto your Bench. Shuffle the other cards back into your deck., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-79','Look at the bottom 7 cards of your deck. You may reveal a Tirtouga you find there and put it onto your Bench. Shuffle the other cards back into your deck., You may play as many Item cards as you like during your turn (before your attack).');"
bw10-80,Energy Retrieval,"Put 2 basic Energy cards from your discard pile into your hand., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-80','Put 2 basic Energy cards from your discard pile into your hand., You may play as many Item cards as you like during your turn (before your attack).');"
bw10-81,Iris,"During this turn, your Pokémon''s attacks do 10 more damage to the Active Pokémon for each Prize card your opponent has taken (before applying Weakness and Resistance)., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-81','During this turn, your Pokémon''s attacks do 10 more damage to the Active Pokémon for each Prize card your opponent has taken (before applying Weakness and Resistance)., You may play only 1 Supporter card during your turn (before your attack).');"
bw10-82,Plume Fossil,"Look at the bottom 7 cards of your deck. You may reveal an Archen you find there and put it onto your Bench. Shuffle the other cards back into your deck., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-82','Look at the bottom 7 cards of your deck. You may reveal an Archen you find there and put it onto your Bench. Shuffle the other cards back into your deck., You may play as many Item cards as you like during your turn (before your attack).');"
bw10-83,Pokémon Catcher,"Switch your opponent''s Active Pokémon with 1 of his or her Benched Pokémon., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-83','Switch your opponent''s Active Pokémon with 1 of his or her Benched Pokémon., You may play as many Item cards as you like during your turn (before your attack).');"
bw10-84,Professor Juniper,"Discard your hand and draw 7 cards., You may play only 1 Supporter card during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-84','Discard your hand and draw 7 cards., You may play only 1 Supporter card during your turn (before your attack).');"
bw10-85,Rare Candy,"Choose 1 of your Basic Pokémon in play. If you have a Stage 2 card in your hand that evolves from that Pokémon, put that card on the Basic Pokémon. (This counts as evolving that Pokémon.) You can''t use this card during your first turn or on a Basic Pokémon that was put into play this turn., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-85','Choose 1 of your Basic Pokémon in play. If you have a Stage 2 card in your hand that evolves from that Pokémon, put that card on the Basic Pokémon. (This counts as evolving that Pokémon.) You can''t use this card during your first turn or on a Basic Pokémon that was put into play this turn., You may play as many Item cards as you like during your turn (before your attack).');"
bw10-86,Reversal Trigger,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., When the Team Plasma Pokémon this card is attached to is Knocked Out by damage from an opponent''s attack, search your deck for a card and put it into your hand. Shuffle your deck afterward., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-86','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., When the Team Plasma Pokémon this card is attached to is Knocked Out by damage from an opponent''s attack, search your deck for a card and put it into your hand. Shuffle your deck afterward., You may play as many Item cards as you like during your turn (before your attack).');"
bw10-87,Root Fossil Lileep,"Look at the bottom 7 cards of your deck. You may reveal a Lileep you find there and put it onto your Bench. Shuffle the other cards back into your deck., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-87','Look at the bottom 7 cards of your deck. You may reveal a Lileep you find there and put it onto your Bench. Shuffle the other cards back into your deck., You may play as many Item cards as you like during your turn (before your attack).');"
bw10-88,Silver Bangle,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The attacks of the Pokémon this card is attached to (excluding Pokémon-EX) do 30 more damage to Active Pokémon-EX (before applying Weakness and Resistance)., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-88','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The attacks of the Pokémon this card is attached to (excluding Pokémon-EX) do 30 more damage to Active Pokémon-EX (before applying Weakness and Resistance)., You may play as many Item cards as you like during your turn (before your attack).');"
bw10-89,Silver Mirror,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., Prevent all effects of attacks, including damage, done to the Pokémon this card is attached to (excluding Pokémon-EX) by your opponent''s Team Plasma Pokémon., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-89','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., Prevent all effects of attacks, including damage, done to the Pokémon this card is attached to (excluding Pokémon-EX) by your opponent''s Team Plasma Pokémon., You may play as many Item cards as you like during your turn (before your attack).');"
bw10-90,Ultra Ball,"Discard 2 cards from your hand. (If you can''t discard 2 cards, you can''t play this card.) Search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward., You may play as many Item cards as you like during your turn (before your attack).","insert into trainer_cards (id,card_rule) values('bw10-90','Discard 2 cards from your hand. (If you can''t discard 2 cards, you can''t play this card.) Search your deck for a Pokémon, reveal it, and put it into your hand. Shuffle your deck afterward., You may play as many Item cards as you like during your turn (before your attack).');"
bw10-92,G Booster,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The Genesect-EX this card is attached to can also use the attack on this card. (You still need the necessary Energy to use this attack.), You may play as many Item cards as you like during your turn (before your attack)., You can''t have more than 1 ACE SPEC card in your deck.","insert into trainer_cards (id,card_rule) values('bw10-92','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The Genesect-EX this card is attached to can also use the attack on this card. (You still need the necessary Energy to use this attack.), You may play as many Item cards as you like during your turn (before your attack)., You can''t have more than 1 ACE SPEC card in your deck.');"
bw10-93,G Scope,"Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The Genesect-EX this card is attached to can also use the attack on this card. (You still need the necessary Energy to use this attack.), You may play as many Item cards as you like during your turn (before your attack)., You can''t have more than 1 ACE SPEC card in your deck.","insert into trainer_cards (id,card_rule) values('bw10-93','Attach a Pokémon Tool to 1 of your Pokémon that doesn''t already have a Pokémon Tool attached to it., The Genesect-EX this card is attached to can also use the attack on this card. (You still need the necessary Energy to use this attack.), You may play as many Item cards as you like during your turn (before your attack)., You can''t have more than 1 ACE SPEC card in your deck.');"
