id,name,nationalPokedexNumbers,level,hp,type1,type2,evolvesFrom,weaknessColor,weaknessModifier
base6-45,Growlithe,[58],18,60,Fire,,,Water,×2
base6-46,Haunter,[93],17,50,Psychic,,Gastly,,
base6-47,Ivysaur,[2],20,60,Grass,,Bulbasaur,Fire,×2
base6-48,Kabuto,[140],9,30,Fighting,,Mysterious Fossil,Grass,×2
base6-49,Kadabra,[64],38,60,Psychic,,Abra,Psychic,×2
base6-50,Kakuna,[14],23,80,Grass,,Kakuna,Fire,×2
base6-51,Machoke,[67],40,80,Fighting,,Machop,Psychic,×2
base6-52,Magikarp,[129],8,30,Water,,,Lightning,×2
base6-53,Meowth,[52],15,50,Colorless,,,Fighting,×2
base6-54,Metapod,[11],21,70,Grass,,Caterpie,Fire,×2
base6-55,Nidorina,[30],24,70,Grass,,Nidoran ♀,Psychic,×2
base6-56,Nidorino,[33],25,60,Grass,,Nidoran ♂,Psychic,×2
base6-57,Omanyte,[138],19,40,Water,,Mysterious Fossil,Grass,×2
base6-58,Omastar,[139],32,70,Water,,Omanyte,Grass,×2
base6-59,Primeape,[57],45,70,Fighting,,Mankey,Psychic,×2
base6-60,Rapidash,[78],33,70,Fire,,Ponyta,Water,×2
base6-61,Raticate,[20],41,60,Colorless,,Rattata,Fighting,×2
base6-62,Sandslash,[28],33,70,Fighting,,Sandshrew,Grass,×2
base6-63,Seadra,[117],23,60,Water,,Horsea,Lightning,×2
base6-64,Snorlax,[143],20,90,Colorless,,,Fighting,×2
base6-65,Tauros,[128],24,60,Colorless,,,Fighting,×2
base6-66,Tentacruel,[73],21,60,Water,,Tentacool,Lightning,×2
base6-67,Abra,[63],10,30,Psychic,,,Psychic,×2
base6-68,Bulbasaur,[1],13,40,Grass,,,Fire,×2
base6-69,Caterpie,[10],13,40,Grass,,,Fire,×2
base6-70,Charmander,[4],10,50,Fire,,,Water,×2
base6-71,Doduo,[84],10,50,Colorless,,,Lightning,×2
base6-72,Dratini,[147],10,40,Colorless,,,,
base6-73,Drowzee,[96],10,50,Psychic,,,Psychic,×2
base6-74,Eevee,[133],12,50,Colorless,,,Fighting,×2
base6-75,Exeggcute,[102],14,50,Grass,,,Fire,×2
base6-76,Gastly,[92],17,50,Psychic,,,,
base6-77,Geodude,[74],16,50,Fighting,,,Grass,×2
base6-78,Grimer,[88],17,50,Grass,,,Psychic,×2
base6-79,Machop,[66],24,50,Fighting,,,Psychic,×2
base6-80,Magnemite,[81],13,40,Lightning,,,Fighting,×2
base6-81,Mankey,[56],14,40,Fighting,,,Psychic,×2
base6-82,Nidoran ♀,[29],13,60,Grass,,,Psychic,×2
base6-83,Nidoran ♂,[32],20,40,Grass,,,Psychic,×2
base6-84,Onix,[95],12,90,Fighting,,,Grass,×2
base6-85,Pidgey,[16],8,40,Colorless,,,Lightning,×2
base6-86,Pikachu,[25],14,50,Lightning,,,Fighting,×2
base6-87,Ponyta,[77],10,40,Fire,,,Water,×2
base6-88,Psyduck,[54],16,50,Water,,,Lightning,×2
base6-89,Rattata,[19],9,30,Colorless,,,Fighting,×2
base6-90,Rhyhorn,[111],18,70,Fighting,,,Grass,×2
base6-91,Sandshrew,[27],12,40,Fighting,,,Grass,×2
base6-92,Seel,[86],12,60,Water,,,Lightning,×2
base6-93,Slowpoke,[79],18,50,Psychic,,,Psychic,×2
base6-94,Spearow,[21],13,50,Colorless,,,Lightning,×2
base6-95,Squirtle,[7],8,40,Water,,,Lightning,×2
base6-96,Tentacool,[72],10,30,Water,,,Lightning,×2
base6-97,Voltorb,[100],10,40,Lightning,,,Fighting,×2
base6-98,Vulpix,[37],11,50,Fire,,,Water,×2
base6-99,Weedle,[13],12,40,Grass,,,Fire,×2
basep-1,Pikachu,[25],16,60,Lightning,,,Fighting,×2
basep-2,Electabuzz,[125],20,60,Lightning,,,Fighting,×2
basep-3,Mewtwo,[150],60,70,Psychic,,,Psychic,×2
basep-4,Pikachu,[25],13,50,Lightning,,,Fighting,×2
basep-5,Dragonite,[149],43,90,Colorless,,Dragonair,,
basep-6,Arcanine,[59],34,70,Fire,,Growlithe,Water,×2
basep-7,Jigglypuff,[39],12,50,Colorless,,,Fighting,×2
basep-8,Mew,[151],23,50,Psychic,,,Psychic,×2
basep-9,Mew,[151],51,50,Psychic,,,Psychic,×2
basep-10,Meowth,[52],13,50,Colorless,,,Fighting,×2
basep-11,Eevee,[133],7,30,Colorless,,,Fighting,×2
basep-12,Mewtwo,[150],13,60,Psychic,,,Psychic,×2
basep-13,Venusaur,[3],16,100,Grass,,Ivysaur,Fire,×2
basep-14,Mewtwo,[150],60,70,Psychic,,,Psychic,×2
basep-15,Cool Porygon,[137],15,50,Colorless,,,Fighting,×2
basep-17,Dark Persian,[53],28,60,Colorless,,Meowth,Fighting,×2
basep-18,Team Rocket's Meowth,[52],30,40,Colorless,,,Fighting,×2
basep-19,Sabrina's Abra,[63],15,40,Psychic,,,Psychic,×2
basep-20,Psyduck,[54],15,50,Water,,,Lightning,×2
basep-21,Moltres,[146],33,70,Fire,,,,
basep-22,Articuno,[144],34,70,Water,,,,
basep-23,Zapdos,[145],30,70,Lightning,,,,
basep-24,_____'s Pikachu,[25],17,50,Lightning,,,Fighting,×2
basep-25,Flying Pikachu,[25],12,40,Lightning,,,,
basep-26,Pikachu,[25],9,40,Lightning,,,Fighting,×2
basep-27,Pikachu,[25],5,30,Lightning,,,Fighting,×2
basep-28,Surfing Pikachu,[25],32,50,Lightning,,,Fighting,×2
basep-29,Marill,[183],64,50,Water,,,Lightning,×2
basep-30,Togepi,[175],8,30,Colorless,,,,
basep-31,Cleffa,[173],5,30,Colorless,,Clefairy,,
basep-32,Smeargle,[235],21,40,Colorless,,,Fighting,×2
basep-33,Scizor,[212],36,70,Metal,,Scyther,Fire,×2
basep-34,Entei,[244],37,80,Fire,,,Water,×2
basep-35,Pichu,[172],4,30,Lightning,,Pikachu,,
basep-36,Igglybuff,[174],5,30,Colorless,,Jigglypuff,,
basep-37,Hitmontop,[237],29,60,Fighting,,,Psychic,×2
basep-38,Unown [J],[201],17,40,Psychic,,,Psychic,×2
basep-39,Misdreavus,[200],23,50,Psychic,,,,
basep-43,Machamp,[68],54,90,Fighting,,Machoke,Psychic,×2
basep-44,Magmar,[126],27,60,Fire,,,Water,×2
basep-45,Scyther,[123],23,60,Grass,,,Fire,×2
basep-46,Electabuzz,[125],22,60,Lightning,,,Fighting,×2
basep-47,Mew,[151],8,40,Psychic,,,Psychic,×2
basep-48,Articuno,[144],34,80,Water,,,,
basep-49,Snorlax,[143],35,90,Colorless,,,Fighting,×2
basep-50,Celebi,[251],,50,Grass,,,Fire,×2
basep-51,Rapidash,[78],,60,Fire,,Ponyta,Water,×2
basep-52,Ho-oh,[250],,80,Fire,,,Water,×2
basep-53,Suicune,[245],,70,Water,,,Lightning,×2
bp-1,Electabuzz,[125],35,70,Lightning,,,Fighting,×2
bp-2,Hitmonchan,[107],33,70,Fighting,,,Psychic,×2
bp-4,Rocket's Scizor,[212],,60,Metal,,,Fire,×2
bp-5,Rocket's Sneasel,[215],,60,Darkness,,,Fighting,×2
bp-6,Dark Ivysaur,[2],,50,Grass,,Bulbasaur,Fire,×2
bp-7,Dark Venusaur,[3],,70,Grass,,Dark Ivysaur,Fire,×2
bp-8,Rocket's Mewtwo,[150],35,70,Psychic,,,Psychic,×2
bp-9,Rocket's Hitmonchan,[107],29,60,Fighting,,,Psychic,×2
bw1-1,Snivy,[495],,60,Grass,,,Fire,×2
bw1-2,Snivy,[495],,60,Grass,,,Fire,×2
bw1-3,Servine,[496],,80,Grass,,Snivy,Fire,×2
bw1-4,Servine,[496],,80,Grass,,Snivy,Fire,×2
bw1-5,Serperior,[497],,130,Grass,,Servine,Fire,×2
bw1-6,Serperior,[497],,130,Grass,,Servine,Fire,×2
bw1-7,Pansage,[511],,60,Grass,,,Fire,×2
bw1-8,Simisage,[512],,90,Grass,,Pansage,Fire,×2
bw1-9,Petilil,[548],,50,Grass,,,Fire,×2
bw1-10,Lilligant,[549],,80,Grass,,Petilil,Fire,×2
bw1-11,Maractus,[556],,80,Grass,,,Fire,×2
bw1-12,Maractus,[556],,90,Grass,,,Fire,×2
bw1-13,Deerling,[585],,60,Grass,,,Fire,×2
bw1-14,Sawsbuck,[586],,90,Grass,,Deerling,Fire,×2
bw1-15,Tepig,[498],,60,Fire,,,Water,×2
bw1-16,Tepig,[498],,70,Fire,,,Water,×2
bw1-17,Pignite,[499],,100,Fire,,Tepig,Water,×2
bw1-18,Pignite,[499],,100,Fire,,Tepig,Water,×2
bw1-19,Emboar,[500],,150,Fire,,Pignite,Water,×2
bw1-20,Emboar,[500],,150,Fire,,Pignite,Water,×2
bw1-21,Pansear,[513],,60,Fire,,,Water,×2
bw1-22,Simisear,[514],,90,Fire,,Pansear,Water,×2
bw1-23,Darumaka,[554],,70,Fire,,,Water,×2
bw1-24,Darumaka,[554],,70,Fire,,,Water,×2
bw1-25,Darmanitan,[555],,120,Fire,,Darumaka,Water,×2
bw1-26,Reshiram,[643],,130,Fire,,,Water,×2
bw1-27,Oshawott,[501],,60,Water,,,Lightning,×2
bw1-28,Oshawott,[501],,60,Water,,,Lightning,×2
bw1-29,Dewott,[502],,90,Water,,Oshawott,Lightning,×2
bw1-30,Dewott,[502],,80,Water,,Oshawott,Lightning,×2
bw1-31,Samurott,[503],,140,Water,,Dewott,Lightning,×2
bw1-32,Samurott,[503],,140,Water,,Dewott,Lightning,×2
bw1-33,Panpour,[515],,60,Water,,,Lightning,×2
bw1-34,Simipour,[516],,90,Water,,Panpour,Lightning,×2
bw1-35,Basculin,[550],,70,Water,,,Lightning,×2
bw1-36,Ducklett,[580],,60,Water,,,Lightning,×2
bw1-37,Swanna,[581],,90,Water,,Ducklett,Lightning,×2
bw1-38,Alomomola,[594],,100,Water,,,Lightning,×2
bw1-39,Alomomola,[594],,100,Water,,,Lightning,×2
bw1-40,Blitzle,[522],,60,Lightning,,,Fighting,×2
bw1-41,Blitzle,[522],,60,Lightning,,,Fighting,×2
bw1-42,Zebstrika,[523],,90,Lightning,,Blitzle,Fighting,×2
bw1-43,Zebstrika,[523],,90,Lightning,,Blitzle,Fighting,×2
bw1-44,Joltik,[595],,40,Lightning,,,Fighting,×2
bw1-45,Joltik,[595],,30,Lightning,,,Fighting,×2
bw1-46,Galvantula,[596],,80,Lightning,,Joltik,Fighting,×2
bw1-47,Zekrom,[644],,130,Lightning,,,Fighting,×2
bw1-48,Munna,[517],,70,Psychic,,,Psychic,×2
bw1-49,Musharna,[518],,90,Psychic,,Munna,Psychic,×2
bw1-50,Woobat,[527],,50,Psychic,,,Lightning,×2
bw1-51,Swoobat,[528],,80,Psychic,,Woobat,Lightning,×2
bw1-52,Venipede,[543],,70,Psychic,,,Psychic,×2
bw1-53,Whirlipede,[544],,90,Psychic,,Venipede,Psychic,×2
bw1-54,Scolipede,[545],,150,Psychic,,Whirlipede,Psychic,×2
bw1-55,Solosis,[577],,30,Psychic,,,Psychic,×2
bw1-56,Duosion,[578],,60,Psychic,,Solosis,Psychic,×2
bw1-57,Reuniclus,[579],,90,Psychic,,Duosion,Psychic,×2
bw1-58,Timburr,[532],,60,Fighting,,,Psychic,×2
bw1-59,Timburr,[532],,70,Fighting,,,Psychic,×2
bw1-60,Gurdurr,[533],,80,Fighting,,Timburr,Psychic,×2
bw1-61,Throh,[538],,100,Fighting,,,Psychic,×2
bw1-62,Sawk,[539],,90,Fighting,,,Psychic,×2
bw1-63,Sandile,[551],,70,Fighting,,,Water,×2
bw1-64,Krokorok,[552],,90,Fighting,,Sandile,Water,×2
bw1-65,Krookodile,[553],,140,Fighting,,Krokorok,Water,×2
bw1-66,Purrloin,[509],,60,Darkness,,,Fighting,×2
bw1-67,Liepard,[510],,80,Darkness,,Purrloin,Fighting,×2
bw1-68,Scraggy,[559],,60,Darkness,,,Fighting,×2
bw1-69,Scrafty,[560],,90,Darkness,,Scraggy,Fighting,×2
bw1-70,Zorua,[570],,60,Darkness,,,Fighting,×2
bw1-71,Zoroark,[571],,100,Darkness,,Zorua,Fighting,×2
bw1-72,Vullaby,[629],,60,Darkness,,,Lightning,×2
bw1-73,Mandibuzz,[630],,90,Darkness,,Vullaby,Lightning,×2
bw1-74,Klink,[599],,60,Metal,,,Fire,×2
bw1-75,Klang,[600],,80,Metal,,Klink,Fire,×2
bw1-76,Klinklang,[601],,140,Metal,,Klang,Fire,×2
bw1-77,Patrat,[504],,50,Colorless,,,Fighting,×2
bw1-78,Patrat,[504],,60,Colorless,,,Fighting,×2
bw1-79,Watchog,[505],,90,Colorless,,Patrat,Fighting,×2
bw1-80,Lillipup,[506],,50,Colorless,,,Fighting,×2
bw1-81,Lillipup,[506],,60,Colorless,,,Fighting,×2
bw1-82,Herdier,[507],,80,Colorless,,Lillipup,Fighting,×2
bw1-83,Stoutland,[508],,140,Colorless,,Herdier,Fighting,×2
bw1-84,Pidove,[519],,50,Colorless,,,Lightning,×2
bw1-85,Tranquill,[520],,70,Colorless,,Pidove,Lightning,×2
bw1-86,Unfezant,[521],,120,Colorless,,Tranquill,Lightning,×2
bw1-87,Audino,[531],,80,Colorless,,,Fighting,×2
bw1-88,Minccino,[572],,60,Colorless,,,Fighting,×2
bw1-89,Cinccino,[573],,90,Colorless,,Minccino,Fighting,×2
bw1-90,Bouffalant,[626],,90,Colorless,,,Fighting,×2
bw1-91,Bouffalant,[626],,100,Colorless,,,Fighting,×2
bw1-113,Reshiram,[643],,130,Fire,,,Water,×2
bw1-114,Zekrom,[644],,130,Lightning,,,Fighting,×2
bw1-115,Pikachu,[25],,60,Lightning,,,Fighting,×2
bw10-1,Surskit,[283],,50,Grass,,,Fire,×2
bw10-2,Masquerain,[284],,80,Grass,,Surskit,Fire,×2
bw10-3,Lileep,[345],,80,Grass,,Root Fossil Lileep,Fire,×2
bw10-4,Cradily,[346],,120,Grass,,Lileep,Fire,×2
bw10-5,Tropius,[357],,100,Grass,,,Lightning,×2
bw10-6,Karrablast,[588],,60,Grass,,,Fire,×2
bw10-7,Shelmet,[616],,60,Grass,,,Fire,×2
bw10-8,Accelgor,[617],,80,Grass,,Shelmet,Fire,×2
bw10-9,Virizion-EX,[640],,170,Grass,,,Fire,×2
bw10-10,Genesect,[649],,100,Grass,,,Fire,×2
bw10-11,Genesect-EX,[649],,170,Grass,,,Fire,×2
bw10-12,Larvesta,[636],,70,Fire,,,Water,×2
bw10-13,Volcarona,[637],,100,Fire,,Larvesta,Water,×2
bw10-14,Squirtle,[7],,50,Water,,,Grass,×2
bw10-15,Wartortle,[8],,80,Water,,Squirtle,Grass,×2
bw10-16,Blastoise,[9],,140,Water,,Wartortle,Grass,×2
bw10-17,Lapras,[131],,100,Water,,,Metal,×2
bw10-18,Remoraid,[223],,60,Water,,,Lightning,×2
bw10-19,Octillery,[224],,90,Water,,Remoraid,Lightning,×2
bw10-20,Suicune,[245],,100,Water,,,Grass,×2
bw10-21,Snorunt,[361],,60,Water,,,Metal,×2
bw10-22,Glalie,[362],,100,Water,,Snorunt,Metal,×2
bw10-23,Froslass,[478],,90,Water,,Snorunt,Metal,×2
bw10-24,Relicanth,[369],,90,Water,,,Grass,×2
bw10-25,Snover,[459],,70,Water,,,Metal,×2
bw10-26,Abomasnow,[460],,120,Water,,Snover,Metal,×2
bw10-27,Tirtouga,[564],,90,Water,,Cover Fossil,Grass,×2
bw10-28,Carracosta,[565],,140,Water,,Tirtouga,Grass,×2
bw10-29,Ducklett,[580],,60,Water,,,Lightning,×2
bw10-30,Kyurem-EX,[646],,180,Water,,,Metal,×2
bw10-31,Tynamo,[602],,30,Lightning,,,Fighting,×2
bw10-32,Eelektrik,[603],,80,Lightning,,Tynamo,Fighting,×2
bw10-33,Eelektross,[604],,140,Lightning,,Eelektrik,Fighting,×2
bw10-34,Drifloon,[425],,70,Psychic,,,Darkness,×2
bw10-35,Drifblim,[426],,100,Psychic,,Drifloon,Darkness,×2
bw10-36,Uxie,[480],,60,Psychic,,,Psychic,×2
bw10-37,Mesprit,[481],,60,Psychic,,,Psychic,×2
bw10-38,Azelf,[482],,60,Psychic,,,Psychic,×2
bw10-39,Munna,[517],,60,Psychic,,,Psychic,×2
bw10-40,Musharna,[518],,100,Psychic,,Munna,Psychic,×2
bw10-41,Sigilyph,[561],,90,Psychic,,,Lightning,×2
bw10-42,Solosis,[577],,30,Psychic,,,Psychic,×2
bw10-43,Duosion,[578],,60,Psychic,,Solosis,Psychic,×2
bw10-44,Reuniclus,[579],,100,Psychic,,Duosion,Psychic,×2
bw10-45,Golett,[622],,80,Psychic,,,Darkness,×2
bw10-46,Golurk,[623],,130,Psychic,,Golett,Darkness,×2
bw10-47,Machop,[66],,60,Fighting,,,Psychic,×2
bw10-48,Machoke,[67],,90,Fighting,,Machop,Psychic,×2
bw10-49,Machamp,[68],,150,Fighting,,Machoke,Psychic,×2
bw10-50,Machamp,[68],,140,Fighting,,Machoke,Psychic,×2
bw10-51,Throh,[538],,100,Fighting,,,Psychic,×2
bw10-52,Sawk,[539],,90,Fighting,,,Psychic,×2
bw10-53,Archen,[566],,70,Fighting,,Plume Fossil,Grass,×2
bw10-54,Archeops,[567],,120,Fighting,,Archen,Grass,×2
bw10-55,Houndour,[228],,60,Darkness,,,Fighting,×2
bw10-56,Houndoom,[229],,100,Darkness,,Houndour,Fighting,×2
bw10-57,Aron,[304],,60,Metal,,,Fire,×2
bw10-58,Lairon,[305],,90,Metal,,Aron,Fire,×2
bw10-59,Aggron,[306],,140,Metal,,Lairon,Fire,×2
bw10-60,Jirachi-EX,[385],,90,Metal,,,Fire,×2
bw10-61,Escavalier,[589],,100,Metal,,Karrablast,Fire,×2
bw10-62,Bagon,[371],,50,Dragon,,,Dragon,×2
bw10-63,Shelgon,[372],,80,Dragon,,Bagon,Dragon,×2
bw10-64,Salamence,[373],,150,Dragon,,Shelgon,Dragon,×2
bw10-65,Dialga-EX,[483],,180,Dragon,,,Dragon,×2
bw10-66,Palkia-EX,[484],,180,Dragon,,,Dragon,×2
bw10-67,Axew,[610],,50,Dragon,,,Dragon,×2
bw10-68,Fraxure,[611],,80,Dragon,,Axew,Dragon,×2
bw10-69,Haxorus,[612],,140,Dragon,,Fraxure,Dragon,×2
bw10-70,Druddigon,[621],,100,Dragon,,,Dragon,×2
bw10-71,Kangaskhan,[115],,100,Colorless,,,Fighting,×2
bw10-72,Porygon,[137],,60,Colorless,,,Fighting,×2
bw10-73,Porygon2,[233],,80,Colorless,,Porygon,Fighting,×2
bw10-74,Porygon-Z,[474],,130,Colorless,,Porygon2,Fighting,×2
bw10-75,Teddiursa,[216],,70,Colorless,,,Fighting,×2
bw10-76,Ursaring,[217],,130,Colorless,,Teddiursa,Fighting,×2
bw10-77,Chatot,[441],,60,Colorless,,,Lightning,×2
bw10-96,Virizion-EX,[640],,170,Grass,,,Fire,×2
bw10-97,Genesect-EX,[649],,170,Grass,,,Fire,×2
bw10-98,Jirachi-EX,[385],,90,Metal,,,Fire,×2
bw10-99,Dialga-EX,[483],,180,Dragon,,,Dragon,×2
bw10-100,Palkia-EX,[484],,180,Dragon,,,Dragon,×2
bw10-102,Exeggcute,[102],,30,Grass,,,Fire,×2
bw10-103,Virizion,[640],,110,Grass,,,Fire,×2
bw10-104,Dusknoir,[477],,130,Psychic,,Dusclops,Darkness,×2
bw11-1,Tangela,[114],,70,Grass,,,Fire,×2
bw11-2,Tangrowth,[465],,120,Grass,,Tangela,Fire,×2
bw11-3,Shuckle,[213],,80,Grass,,,Fire,×2
bw11-4,Cherubi,[420],,40,Grass,,,Fire,×2
bw11-5,Carnivine,[455],,80,Grass,,,Fire,×2
bw11-6,Snivy,[495],,60,Grass,,,Fire,×2
bw11-7,Servine,[496],,80,Grass,,Snivy,Fire,×2
bw11-8,Serperior,[497],,130,Grass,,Servine,Fire,×2
bw11-9,Sewaddle,[540],,50,Grass,,,Fire,×2
bw11-10,Sewaddle,[540],,50,Grass,,,Fire,×2
bw11-11,Swadloon,[541],,70,Grass,,Sewaddle,Fire,×2
bw11-12,Leavanny,[542],,130,Grass,,Swadloon,Fire,×2
bw11-13,Dwebble,[557],,60,Grass,,,Fire,×2
bw11-14,Crustle,[558],,100,Grass,,Dwebble,Fire,×2
bw11-15,Virizion,[640],,110,Grass,,,Fire,×2
bw11-16,Genesect,[649],,110,Grass,,,Fire,×2
bw11-17,Charmander,[4],,70,Fire,,,Water,×2
bw11-18,Charmeleon,[5],,90,Fire,,Charmander,Water,×2
bw11-19,Charizard,[6],,160,Fire,,Charmeleon,Water,×2
bw11-20,Vulpix,[37],,60,Fire,,,Water,×2
bw11-21,Ninetales,[38],,90,Fire,,Vulpix,Water,×2
bw11-22,Moltres,[146],,120,Fire,,,Water,×2
bw11-23,Victini,[494],,60,Fire,,,Water,×2
bw11-24,Victini-EX,[494],,110,Fire,,,Water,×2
bw11-25,Tepig,[498],,70,Fire,,,Water,×2
bw11-26,Pignite,[499],,100,Fire,,Tepig,Water,×2
bw11-27,Emboar,[500],,150,Fire,,Pignite,Water,×2
bw11-28,Reshiram,[643],,130,Fire,,,Water,×2
bw11-29,Reshiram-EX,[643],,180,Fire,,,Water,×2
bw11-30,Magikarp,[129],,30,Water,,,Lightning,×2
bw11-31,Gyarados,[130],,130,Water,,Magikarp,Lightning,×2
bw11-32,Articuno,[144],,120,Water,,,Metal,×2
bw11-33,Piplup,[393],,60,Water,,,Lightning,×2
bw11-34,Prinplup,[394],,90,Water,,Piplup,Lightning,×2
bw11-35,Empoleon,[395],,140,Water,,Prinplup,Lightning,×2
bw11-36,Phione,[489],,70,Water,,,Lightning,×2
bw11-37,Oshawott,[501],,60,Water,,,Lightning,×2
bw11-38,Dewott,[502],,80,Water,,Oshawott,Lightning,×2
bw11-39,Samurott,[503],,140,Water,,Dewott,Lightning,×2
bw11-40,Tympole,[535],,60,Water,,,Grass,×2
bw11-41,Palpitoad,[536],,80,Water,,Tympole,Grass,×2
bw11-42,Seismitoad,[537],,140,Water,,Palpitoad,Grass,×2
bw11-43,Kyurem,[646],,130,Water,,,Metal,×2
bw11-44,Kyurem-EX,[646],,180,Water,,,Metal,×2
bw11-45,Keldeo-EX,[647],,170,Water,,,Grass,×2
bw11-46,Zapdos,[145],,120,Lightning,,,Lightning,×2
bw11-47,Plusle,[311],,60,Lightning,,,Fighting,×2
bw11-48,Minun,[312],,60,Lightning,,,Fighting,×2
bw11-49,Emolga,[587],,70,Lightning,,,Lightning,×2
bw11-50,Thundurus,[642],,110,Lightning,,,Fighting,×2
bw11-51,Zekrom,[644],,130,Lightning,,,Fighting,×2
bw11-52,Zekrom-EX,[644],,180,Lightning,,,Fighting,×2
bw11-53,Mewtwo,[150],,120,Psychic,,,Psychic,×2
bw11-54,Mewtwo-EX,[150],,170,Psychic,,,Psychic,×2
bw11-55,Natu,[177],,50,Psychic,,,Psychic,×2
bw11-56,Xatu,[178],,90,Psychic,,Natu,Psychic,×2
bw11-57,Misdreavus,[200],,60,Psychic,,,Darkness,×2
bw11-58,Mismagius,[429],,100,Psychic,,Misdreavus,Darkness,×2
bw11-59,Ralts,[280],,60,Psychic,,,Psychic,×2
bw11-60,Kirlia,[281],,80,Psychic,,Ralts,Psychic,×2
bw11-61,Sableye,[302],,70,Psychic,,,,
bw11-62,Croagunk,[453],,70,Psychic,,,Psychic,×2
bw11-63,Toxicroak,[454],,90,Psychic,,Croagunk,Psychic,×2
bw11-64,Woobat,[527],,50,Psychic,,,Lightning,×2
bw11-65,Swoobat,[528],,80,Psychic,,Woobat,Lightning,×2
bw11-66,Sigilyph,[561],,90,Psychic,,,Psychic,×2
bw11-67,Trubbish,[568],,70,Psychic,,,Psychic,×2
bw11-68,Garbodor,[569],,100,Psychic,,Trubbish,Psychic,×2
bw11-69,Gothita,[574],,60,Psychic,,,Psychic,×2
bw11-70,Gothita,[574],,50,Psychic,,,Psychic,×2
bw11-71,Gothorita,[575],,80,Psychic,,Gothita,Psychic,×2
bw11-72,Gothitelle,[576],,130,Psychic,,Gothorita,Psychic,×2
bw11-73,Solosis,[577],,30,Psychic,,,Psychic,×2
bw11-74,Solosis,[577],,30,Psychic,,,Psychic,×2
bw11-75,Duosion,[578],,60,Psychic,,Solosis,Psychic,×2
bw11-76,Reuniclus,[579],,90,Psychic,,Duosion,Psychic,×2
bw11-77,Chandelure-EX,[609],,170,Psychic,,,Darkness,×2
bw11-78,Meloetta,[648],,80,Psychic,,,Psychic,×2
bw11-79,Riolu,[447],,70,Fighting,,,Psychic,×2
bw11-80,Lucario,[448],,100,Fighting,,Riolu,Psychic,×2
bw11-81,Gallade,[475],,140,Fighting,,Kirlia,Psychic,×2
bw11-82,Excadrill-EX,[530],,180,Fighting,,,Water,×2
bw11-83,Stunfisk,[618],,100,Fighting,,,Water,×2
bw11-84,Terrakion,[639],,130,Fighting,,,Grass,×2
bw11-85,Landorus,[645],,110,Fighting,,,Water,×2
bw11-86,Meloetta,[648],,90,Fighting,,,Psychic,×2
bw11-87,Spiritomb,[442],,80,Darkness,,,,
bw11-88,Darkrai-EX,[491],,180,Darkness,,,Fighting,×2
bw11-89,Zorua,[570],,50,Darkness,,,Fighting,×2
bw11-90,Zoroark,[571],,100,Darkness,,Zorua,Fighting,×2
bw11-91,Cobalion,[638],,120,Metal,,,Fire,×2
bw11-92,Altaria,[334],,80,Dragon,,Swablu,Dragon,×2
bw11-93,Rayquaza,[384],,120,Dragon,,,Dragon,×2
bw11-94,Gible,[443],,50,Dragon,,,Dragon,×2
bw11-95,Gabite,[444],,80,Dragon,,Gible,Dragon,×2
bw11-96,Garchomp,[445],,140,Dragon,,Gabite,Dragon,×2
bw11-97,Deino,[633],,60,Dragon,,,Dragon,×2
bw11-98,Zweilous,[634],,80,Dragon,,Deino,Dragon,×2
bw11-99,Hydreigon,[635],,150,Dragon,,Zweilous,Dragon,×2
bw11-100,Black Kyurem-EX,[646],,180,Dragon,,,Dragon,×2
bw11-101,White Kyurem-EX,[646],,180,Dragon,,,Dragon,×2
bw11-102,Lugia-EX,[249],,180,Colorless,,,Lightning,×2
bw11-103,Swablu,[333],,40,Colorless,,,Lightning,×2
bw11-104,Minccino,[572],,60,Colorless,,,Fighting,×2
bw11-105,Cinccino,[573],,90,Colorless,,Minccino,Fighting,×2
bw11-106,Druddigon,[621],,100,Colorless,,,,
bw11-107,Bouffalant,[626],,100,Colorless,,,Fighting,×2
bw11-108,Tornadus,[641],,110,Colorless,,,Lightning,×2
bw11-114,Reshiram,[643],,130,Fire,,,Water,×2
bw11-115,Zekrom,[644],,130,Lightning,,,Fighting,×2
bw11-RC1,Snivy,[495],,50,Grass,,,Fire,×2
bw11-RC2,Servine,[496],,80,Grass,,Snivy,Fire,×2
bw11-RC3,Serperior,[497],,140,Grass,,Servine,Fire,×2
bw11-RC4,Growlithe,[58],,80,Fire,,,Water,×2
bw11-RC5,Torchic,[255],,60,Fire,,,Water,×2
bw11-RC6,Piplup,[393],,60,Water,,,Lightning,×2
bw11-RC7,Pikachu,[25],,60,Lightning,,,Fighting,×2
bw11-RC8,Ralts,[280],,40,Psychic,,,Psychic,×2
bw11-RC9,Kirlia,[281],,70,Psychic,,Kirlia,Psychic,×2
bw11-RC10,Gardevoir,[282],,120,Psychic,,Kirlia,Psychic,×2
bw11-RC11,Meloetta-EX,[648],,110,Psychic,,,Psychic,×2
bw11-RC12,Stunfisk,[618],,90,Fighting,,,Water,×2
bw11-RC13,Purrloin,[509],,50,Darkness,,,Fighting,×2
bw11-RC14,Eevee,[133],,60,Colorless,,,Fighting,×2
bw11-RC15,Teddiursa,[216],,60,Colorless,,,Fighting,×2
bw11-RC16,Ursaring,[217],,130,Colorless,,Teddiursa,Fighting,×2
